departement;departement_name;dienststelle;dienststelle_name;spezialfinanzierung;spezialfinanzierung_name;konto;bezeichnung;budget_2026;budget_2025;rechnung_2024;abweichung;prozent;kommentar;seite
10;Kantonsrat;1000;Kantonsrat;;;3000.00;Löhne Behörden, Richter und Richterinnen;785700.0;795700.0;293567.8;-10000.0;-1.26;;111
10;Kantonsrat;1000;Kantonsrat;;;3000.10;Sitzungsgelder Kommissionen;209000.0;208800.0;186040.0;200.0;0.1;;111
10;Kantonsrat;1000;Kantonsrat;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;389300.0;381700.0;254856.9;7600.0;1.99;;111
10;Kantonsrat;1000;Kantonsrat;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;90000.0;90100.0;29678.5;-100.0;-0.11;;111
10;Kantonsrat;1000;Kantonsrat;;;3052.00;AG-Beiträge an Pensionskassen;52000.0;52400.0;30521.25;-400.0;-0.76;;111
10;Kantonsrat;1000;Kantonsrat;;;3053.00;AG-Beiträge an Unfallversicherungen;7500.0;7500.0;1299.1;;;;111
10;Kantonsrat;1000;Kantonsrat;;;3054.00;AG-Beiträge an Familienzulagekassen;18000.0;18000.0;5942.2;;;;111
10;Kantonsrat;1000;Kantonsrat;;;3059.10;AG-Beiträge Sozialfonds;1100.0;1100.0;362.25;;;;111
10;Kantonsrat;1000;Kantonsrat;;;3090.00;Aus- und Weiterbildung des eigenen Personals;6000.0;6000.0;280.0;;;;111
10;Kantonsrat;1000;Kantonsrat;;;3099.00;Übriger Personalaufwand;13000.0;11000.0;18663.55;2000.0;18.18;;111
10;Kantonsrat;1000;Kantonsrat;;;3100.00;Büromaterial;2000.0;2000.0;2486.51;;;;111
10;Kantonsrat;1000;Kantonsrat;;;3101.00;Betriebs- und Verbrauchsmaterial;1000.0;1000.0;;;;;111
10;Kantonsrat;1000;Kantonsrat;;;3102.00;Drucksachen, Publikationen;84600.0;52600.0;83948.35;32000.0;60.84;Durchschnittliche Zunahme der jährlichen Abstimmungen/Abstimmungsfragen.;111
10;Kantonsrat;1000;Kantonsrat;;;3103.00;Fachliteratur, Zeitschriften;400.0;400.0;344.0;;;;111
10;Kantonsrat;1000;Kantonsrat;;;3118.00;Immaterielle Anlagen;20000.0;15600.0;27781.8;4400.0;28.21;;111
10;Kantonsrat;1000;Kantonsrat;;;3130.00;Dienstleistungen Dritter;143800.0;138600.0;34266.35;5200.0;3.75;;111
10;Kantonsrat;1000;Kantonsrat;;;3133.00;Informatik-Nutzungsaufwand;81600.0;91000.0;44479.5;-9400.0;-10.33;;111
10;Kantonsrat;1000;Kantonsrat;;;3160.00;Mieten und Pachten Liegenschaften;;;161.05;;;;111
10;Kantonsrat;1000;Kantonsrat;;;3161.00;Mieten, Benützungskosten Anlagen;3500.0;1600.0;2966.5;1900.0;118.75;;111
10;Kantonsrat;1000;Kantonsrat;;;3170.00;Reisekosten und Spesen;61000.0;51500.0;19630.9;9500.0;18.45;;111
10;Kantonsrat;1000;Kantonsrat;;;3199.00;Übriger Betriebsaufwand;11500.0;11300.0;2988.8;200.0;1.77;;111
10;Kantonsrat;1000;Kantonsrat;;;3636.00;Beiträge an private Organisationen ohne Erwerbszweck;48000.0;48000.0;48000.0;;;;111
10;Kantonsrat;1000;Kantonsrat;;;3910.00;IV Dienstleistungen;11900.0;11900.0;12105.45;;;;111
10;Kantonsrat;1050;Ombudsstelle;;;;;;;;;;Die Finanzstelle wird in Folge der Volksabstimmung zum «Ombudsgesetz» vom 18. Mai 2025 neu geschaffen. Auf der Finanzstelle werden die Aufwendungen im Zusammenhang mit der neuen Ombudsstelle des Kantons budgetiert.;112
10;Kantonsrat;1050;Ombudsstelle;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;125400.0;;;125400.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;8100.0;;;8100.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3052.00;AG-Beiträge an Pensionskassen;16800.0;;;16800.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3053.00;AG-Beiträge an Unfallversicherungen;700.0;;;700.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3054.00;AG-Beiträge an Familienzulagekassen;1600.0;;;1600.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3059.10;AG-Beiträge Sozialfonds;100.0;;;100.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3090.00;Aus- und Weiterbildung des eigenen Personals;3000.0;;;3000.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3099.00;Übriger Personalaufwand;3000.0;;;3000.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3100.00;Büromaterial;2000.0;;;2000.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3101.00;Betriebs- und Verbrauchsmaterial;2000.0;;;2000.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3102.00;Drucksachen, Publikationen;10000.0;;;10000.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3103.00;Fachliteratur, Zeitschriften;3000.0;;;3000.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3130.00;Dienstleistungen Dritter;10000.0;;;10000.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3133.00;Informatik-Nutzungsaufwand;10000.0;;;10000.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3160.00;Mieten und Pachten Liegenschaften;24000.0;;;24000.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3170.00;Reisekosten und Spesen;4000.0;;;4000.0;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3199.00;Übriger Betriebsaufwand;10000.0;;;10000.0;;;112
20;Regierungsrat / Staatskanzlei;2000;Regierungsrat;;;3000.00;Löhne Behörden, Richter und Richterinnen;1374500.0;1371700.0;1352706.0;2800.0;0.2;;113
20;Regierungsrat / Staatskanzlei;2000;Regierungsrat;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;89400.0;89100.0;81220.55;300.0;0.34;;113
20;Regierungsrat / Staatskanzlei;2000;Regierungsrat;;;3052.00;AG-Beiträge an Pensionskassen;183700.0;183100.0;249335.45;600.0;0.33;;113
20;Regierungsrat / Staatskanzlei;2000;Regierungsrat;;;3053.00;AG-Beiträge an Unfallversicherungen;7700.0;7400.0;4017.0;300.0;4.05;;113
20;Regierungsrat / Staatskanzlei;2000;Regierungsrat;;;3054.00;AG-Beiträge an Familienzulagekassen;17900.0;17800.0;17586.1;100.0;0.56;;113
20;Regierungsrat / Staatskanzlei;2000;Regierungsrat;;;3059.10;AG-Beiträge Sozialfonds;1100.0;1100.0;594.0;;;;113
20;Regierungsrat / Staatskanzlei;2000;Regierungsrat;;;3064.00;Überbrückungsrenten;23500.0;;50022.0;23500.0;;;113
20;Regierungsrat / Staatskanzlei;2000;Regierungsrat;;;3090.00;Aus- und Weiterbildung des eigenen Personals;12000.0;12000.0;13407.55;;;;113
20;Regierungsrat / Staatskanzlei;2000;Regierungsrat;;;3099.00;Übriger Personalaufwand;;;4330.0;;;;113
20;Regierungsrat / Staatskanzlei;2000;Regierungsrat;;;3170.00;Reisekosten und Spesen;75000.0;50000.0;50001.0;25000.0;50.0;Erhöhung der Spesenpauschale für die Mitglieder des Regierungsrates auf jeweils Fr. 15'000.;113
20;Regierungsrat / Staatskanzlei;2000;Regierungsrat;;;3199.00;Übriger Betriebsaufwand;16000.0;16000.0;9348.3;;;;113
20;Regierungsrat / Staatskanzlei;2000;Regierungsrat;;;4309.00;Übrige betriebliche Erträge;-174600.0;-178700.0;-185278.05;4100.0;-2.29;;113
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;1566700.0;1420100.0;1425608.9;146600.0;10.32;;113
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;;;-749.5;;;;113
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;101800.0;92300.0;91255.85;9500.0;10.29;;113
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3052.00;AG-Beiträge an Pensionskassen;209300.0;189600.0;215921.6;19700.0;10.39;;113
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3053.00;AG-Beiträge an Unfallversicherungen;9100.0;7600.0;7046.15;1500.0;19.74;;113
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3054.00;AG-Beiträge an Familienzulagekassen;20300.0;18400.0;18518.3;1900.0;10.33;;113
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3059.10;AG-Beiträge Sozialfonds;1200.0;1100.0;1040.0;100.0;9.09;;113
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3090.00;Aus- und Weiterbildung des eigenen Personals;12000.0;9000.0;6969.6;3000.0;33.33;;113
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3099.00;Übriger Personalaufwand;8000.0;7000.0;2664.7;1000.0;14.29;;113
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3100.00;Büromaterial;10000.0;10000.0;10157.33;;;;113
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3101.00;Betriebs- und Verbrauchsmaterial;180000.0;180000.0;180359.9;;;;113
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3102.00;Drucksachen, Publikationen;77000.0;75500.0;91046.7;1500.0;1.99;;113
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3103.00;Fachliteratur, Zeitschriften;6400.0;6100.0;6201.16;300.0;4.92;;113
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3110.00;Büromöbel und -geräte;6000.0;6000.0;5945.5;;;;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3113.00;Hardware;4000.0;4000.0;1878.8;;;;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3130.00;Dienstleistungen Dritter;71600.0;33000.0;42827.47;38600.0;116.97;Mehrkosten Abstimmungen (Übersetzung «Leichte Sprache», «Gebärdensprache»).;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3133.00;Informatik-Nutzungsaufwand;184400.0;75900.0;133196.75;108500.0;142.95;Vorprojekt «e-Collecting» (Fr. 106'000).;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3137.00;Steuern und Abgaben;10000.0;10000.0;6871.08;;;;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3150.00;Unterhalt Büromöbel und -geräte;3000.0;3000.0;;;;;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3158.00;Unterhalt immaterielle Anlagen;9000.0;9000.0;8114.4;;;;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3161.00;Mieten, Benützungskosten Anlagen;30000.0;30000.0;30860.14;;;;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3170.00;Reisekosten und Spesen;12000.0;12000.0;9816.2;;;;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3181.00;Tatsächliche Forderungsverluste;4000.0;1500.0;7250.0;2500.0;166.67;;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3199.00;Übriger Betriebsaufwand;10000.0;12000.0;9867.5;-2000.0;-16.67;;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3499.00;Übriger Finanzaufwand;1200.0;;;1200.0;;Gebühren Zahlungsportal Infoschalter.;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;3610.00;Entschädigungen an Bund;-13000.0;-10600.0;-12729.46;-2400.0;22.64;;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;4210.00;Gebühren für Amtshandlungen;-179000.0;-179000.0;-172895.8;;;;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;4250.00;Verkäufe;-230000.0;-230600.0;-222711.06;600.0;-0.26;;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;4632.10;Laufende Betriebsbeiträge von innerkantonalen Gemeinden und Gemeindezweckverbände;-69000.0;-69000.0;-68928.0;;;;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;4900.00;IV Material- und Warenbezüge;-17000.0;-10000.0;-18832.5;-7000.0;70.0;;114
20;Regierungsrat / Staatskanzlei;2010;Staatskanzlei;;;4910.00;IV Dienstleistungen;-32900.0;-32900.0;-28849.05;;;;114
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;565200.0;562900.0;505131.0;2300.0;0.41;;114
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;36700.0;36500.0;32727.65;200.0;0.55;;114
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3052.00;AG-Beiträge an Pensionskassen;75500.0;75100.0;63404.2;400.0;0.53;;114
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3053.00;AG-Beiträge an Unfallversicherungen;3300.0;3100.0;2685.45;200.0;6.45;;114
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3054.00;AG-Beiträge an Familienzulagekassen;7300.0;7300.0;6566.15;;;;114
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3059.10;AG-Beiträge Sozialfonds;400.0;400.0;395.1;;;;114
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3064.00;Überbrückungsrenten;;;66.0;;;;114
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3090.00;Aus- und Weiterbildung des eigenen Personals;7000.0;5000.0;1062.7;2000.0;40.0;;114
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3091.00;Personalwerbung;500.0;300.0;270.25;200.0;66.67;;114
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3100.00;Büromaterial;3000.0;3000.0;1134.99;;;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3101.00;Betriebs- und Verbrauchsmaterial;20000.0;22000.0;25033.85;-2000.0;-9.09;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3103.00;Fachliteratur, Zeitschriften;7000.0;7000.0;5545.68;;;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3111.00;Maschinen, Geräte und Fahrzeuge;3000.0;5500.0;4423.25;-2500.0;-45.45;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3113.00;Hardware;11000.0;500.0;927.75;10500.0;2100.0;Einmalige Ausgaben für Datensicherungshardware.;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3118.00;Immaterielle Anlagen;15500.0;20500.0;7489.8;-5000.0;-24.39;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3119.00;Übrige nicht aktivierbare Anlagen;2000.0;2000.0;;;;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3130.00;Dienstleistungen Dritter;101000.0;95000.0;62933.82;6000.0;6.32;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3133.00;Informatik-Nutzungsaufwand;125700.0;118900.0;57505.0;6800.0;5.72;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3151.00;Unterhalt Maschinen, Geräte, Fahrzeuge;500.0;;;500.0;;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3158.00;Unterhalt immaterielle Anlagen;43900.0;12300.0;11919.1;31600.0;256.91;Inkl. Betriebskosten «Digitaler Lesesaal».;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3161.00;Mieten, Benützungskosten Anlagen;;;4198.05;;;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3170.00;Reisekosten und Spesen;4400.0;4300.0;2547.55;100.0;2.33;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3320.00;Planmässige Abschreibungen immaterielle Anlagen;56000.0;;;56000.0;;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3631.00;Beiträge an Kantone und Konkordate;7600.0;8600.0;7714.0;-1000.0;-11.63;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;3636.00;Beiträge an private Organisationen ohne Erwerbszweck;1000.0;1000.0;500.0;;;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;4240.00;Benützungsgebühren und Dienstleistungen;-100.0;-100.0;-22.1;;;;115
20;Regierungsrat / Staatskanzlei;2030;Staatsarchiv;;;4250.00;Verkäufe;-700.0;-700.0;-1332.05;;;;115
20;Regierungsrat / Staatskanzlei;2050;Repräsentationskosten;;;3199.00;Übriger Betriebsaufwand;70000.0;70000.0;60437.0;;;;115
20;Regierungsrat / Staatskanzlei;2060;Staatskeller;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;6000.0;6100.0;4087.45;-100.0;-1.64;;115
20;Regierungsrat / Staatskanzlei;2060;Staatskeller;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;400.0;400.0;34.0;;;;115
20;Regierungsrat / Staatskanzlei;2060;Staatskeller;;;3052.00;AG-Beiträge an Pensionskassen;800.0;800.0;;;;;115
20;Regierungsrat / Staatskanzlei;2060;Staatskeller;;;3053.00;AG-Beiträge an Unfallversicherungen;;;5.95;;;;115
20;Regierungsrat / Staatskanzlei;2060;Staatskeller;;;3054.00;AG-Beiträge an Familienzulagekassen;100.0;100.0;6.75;;;;115
20;Regierungsrat / Staatskanzlei;2060;Staatskeller;;;3059.10;AG-Beiträge Sozialfonds;;;0.4;;;;115
20;Regierungsrat / Staatskanzlei;2060;Staatskeller;;;3100.00;Büromaterial;;;414.9;;;;115
20;Regierungsrat / Staatskanzlei;2060;Staatskeller;;;3105.00;Lebensmittel;;;4835.4;;;;115
20;Regierungsrat / Staatskanzlei;2060;Staatskeller;;;3109.00;Übriger Material- und Warenaufwand;48000.0;46000.0;48439.15;2000.0;4.35;;115
20;Regierungsrat / Staatskanzlei;2060;Staatskeller;;;3199.00;Übriger Betriebsaufwand;30000.0;30000.0;27900.0;;;;116
20;Regierungsrat / Staatskanzlei;2090;Verschiedene Ausgaben;;;3069.00;Übrige Arbeitgeberleistungen;18500.0;17500.0;194.45;1000.0;5.71;;116
20;Regierungsrat / Staatskanzlei;2090;Verschiedene Ausgaben;;;3099.00;Übriger Personalaufwand;500.0;;;500.0;;;116
20;Regierungsrat / Staatskanzlei;2090;Verschiedene Ausgaben;;;3118.00;Immaterielle Anlagen;;;171068.25;;;;116
20;Regierungsrat / Staatskanzlei;2090;Verschiedene Ausgaben;;;3130.00;Dienstleistungen Dritter;1288500.0;1243000.0;1273914.38;45500.0;3.66;Bisher nicht budgetierte Erhöhung der Posttaxen.;116
20;Regierungsrat / Staatskanzlei;2090;Verschiedene Ausgaben;;;3132.00;Honorare externe Berater, Gutachter, Fachexperten etc.;50000.0;40000.0;39457.52;10000.0;25.0;;116
20;Regierungsrat / Staatskanzlei;2090;Verschiedene Ausgaben;;;3133.00;Informatik-Nutzungsaufwand;259000.0;206200.0;244434.5;52800.0;25.61;Inklusive Lizenz «Lex Work» (Fr. 49'000).;116
20;Regierungsrat / Staatskanzlei;2090;Verschiedene Ausgaben;;;3158.00;Unterhalt immaterielle Anlagen;14000.0;14000.0;4112.0;;;;116
20;Regierungsrat / Staatskanzlei;2090;Verschiedene Ausgaben;;;3199.00;Übriger Betriebsaufwand;19000.0;18500.0;22650.0;500.0;2.7;;116
20;Regierungsrat / Staatskanzlei;2090;Verschiedene Ausgaben;;;3631.00;Beiträge an Kantone und Konkordate;196000.0;205000.0;217390.6;-9000.0;-4.39;;116
20;Regierungsrat / Staatskanzlei;2090;Verschiedene Ausgaben;;;3638.00;Beiträge an das Ausland;39500.0;39500.0;36364.59;;;;116
20;Regierungsrat / Staatskanzlei;2090;Verschiedene Ausgaben;;;4631.00;Beiträge von Kantonen und Konkordaten;-30000.0;-30000.0;-30000.0;;;;116
20;Regierungsrat / Staatskanzlei;2090;Verschiedene Ausgaben;;;4910.00;IV Dienstleistungen;-272800.0;-272800.0;-266000.0;;;;116
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;1052400.0;929700.0;949370.6;122700.0;13.2;Neue Stelle Digitalisierungsverantwortlicher für das Departement des Inneren (100%).;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;;;-12032.0;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;68500.0;60400.0;60992.4;8100.0;13.41;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3052.00;AG-Beiträge an Pensionskassen;140600.0;124100.0;130057.95;16500.0;13.3;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3053.00;AG-Beiträge an Unfallversicherungen;6500.0;5000.0;4704.05;1500.0;30.0;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3054.00;AG-Beiträge an Familienzulagekassen;13700.0;12100.0;12319.25;1600.0;13.22;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3059.10;AG-Beiträge Sozialfonds;800.0;700.0;713.6;100.0;14.29;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3090.00;Aus- und Weiterbildung des eigenen Personals;15000.0;30200.0;46180.81;-15200.0;-50.33;Reduktion der geplanten Weiterbildungen.;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3091.00;Personalwerbung;800.0;800.0;;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3099.00;Übriger Personalaufwand;6300.0;6300.0;11787.5;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3100.00;Büromaterial;3500.0;3500.0;3980.92;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3102.00;Drucksachen, Publikationen;1000.0;500.0;1832.55;500.0;100.0;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3103.00;Fachliteratur, Zeitschriften;4400.0;5400.0;4203.25;-1000.0;-18.52;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3109.00;Übriger Material- und Warenaufwand;;;14.7;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3110.00;Büromöbel und -geräte;1500.0;6000.0;;-4500.0;-75.0;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3113.00;Hardware;3000.0;4500.0;2126.5;-1500.0;-33.33;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3130.00;Dienstleistungen Dritter;40000.0;64000.0;110228.53;-24000.0;-37.5;Reduktion der Aufträge an Dritte durch das Zurückstellen einzelner Projekte.;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3133.00;Informatik-Nutzungsaufwand;53400.0;47200.0;34615.5;6200.0;13.14;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3161.00;Mieten, Benützungskosten Anlagen;9300.0;9300.0;6948.5;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3170.00;Reisekosten und Spesen;4500.0;4500.0;5070.1;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3181.00;Tatsächliche Forderungsverluste;4500.0;2500.0;4500.0;2000.0;80.0;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3199.00;Übriger Betriebsaufwand;2000.0;2000.0;255.6;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3614.00;Entschädigungen an öffentliche Unternehmungen;10000.0;10000.0;10000.0;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3631.00;Beiträge an Kantone und Konkordate;83800.0;83800.0;71760.0;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3636.00;Beiträge an private Organisationen ohne Erwerbszweck;2000.0;2000.0;2000.0;;;;118
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;4210.00;Gebühren für Amtshandlungen;-28000.0;-18500.0;-32931.0;-9500.0;51.35;;118
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;4270.00;Bussen;-9000.0;-6000.0;-9150.0;-3000.0;50.0;;118
21;Departement des Innern;2102;Lotterie und Spielbanken;;;3610.00;Entschädigungen an Bund;2000.0;2600.0;2050.0;-600.0;-23.08;;118
21;Departement des Innern;2102;Lotterie und Spielbanken;;;3980.00;Übertragungen;35000.0;395000.0;440821.4;-360000.0;-91.14;Weniger Einnahmen aus der Spielbankenabgabe (vgl. Kommentar zu Konto 4025.00) führen zu weniger Einlagen in den Fonds für Gesundheitsförderung und Suchtprophylaxe.;118
21;Departement des Innern;2102;Lotterie und Spielbanken;;;4025.00;Spielbanken- und Spielautomatenabgabe;;-1800000.0;-2002569.5;1800000.0;-100.0;Das Casino Schaffhausen ist geschlossen. Die entsprechende Spielbankenabgabe entfällt.;118
21;Departement des Innern;2102;Lotterie und Spielbanken;;;4130.00;Ertragsanteile an Lotterien, Sport-Toto, Wetten;-35000.0;-35000.0;-40307.4;;;;118
21;Departement des Innern;2102;Lotterie und Spielbanken;;;4210.00;Gebühren für Amtshandlungen;-2000.0;-2000.0;-2000.0;;;;118
21;Departement des Innern;2104;Jagd und Fischerei;;;3000.10;Sitzungsgelder Kommissionen;9000.0;3500.0;9257.5;5500.0;157.14;;118
21;Departement des Innern;2104;Jagd und Fischerei;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;221900.0;317200.0;224553.55;-95300.0;-30.04;Für das Jahr 2025 wurde zu hoch budgetiert. Die Lohnfortzahlung für einen teilweise arbeitsunfähigen Mitarbeiter endete im Jahr 2024.;118
21;Departement des Innern;2104;Jagd und Fischerei;;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;;;-17993.35;;;;118
21;Departement des Innern;2104;Jagd und Fischerei;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;15100.0;20800.0;13146.75;-5700.0;-27.4;;118
21;Departement des Innern;2104;Jagd und Fischerei;;;3052.00;AG-Beiträge an Pensionskassen;29600.0;42400.0;25477.45;-12800.0;-30.19;;118
