departement;departement_name;dienststelle;dienststelle_name;spezialfinanzierung;spezialfinanzierung_name;konto;bezeichnung;budget_2027;budget_2026;rechnung_2025;abweichung;prozent;kommentar;seite
22;Erziehungsdepartement;2218;Schultherapien;;;3064.00;Überbrückungsrenten;;;5934.25;;;;144
22;Erziehungsdepartement;2218;Schultherapien;;;3090.00;Aus- und Weiterbildung des eigenen Personals;36000.0;30000.0;12985.27;6000.0;20.0;;144
22;Erziehungsdepartement;2218;Schultherapien;;;3091.00;Personalwerbung;3000.0;3000.0;1350.0;;;;144
22;Erziehungsdepartement;2218;Schultherapien;;;3099.00;Übriger Personalaufwand;5000.0;5000.0;3927.8;;;;144
22;Erziehungsdepartement;2218;Schultherapien;;;3100.00;Büromaterial;900.0;1500.0;927.75;-600.0;-40.0;;144
22;Erziehungsdepartement;2218;Schultherapien;;;3103.00;Fachliteratur, Zeitschriften;100.0;200.0;69.0;-100.0;-50.0;;144
22;Erziehungsdepartement;2218;Schultherapien;;;3104.00;Lehrmittel;86500.0;61000.0;71717.62;25500.0;41.8;Einrichtung neuer Therapieräume für Logopädie und Psychomotorik, um den steigenden Schülerinnen- und Schülerzahlen gerecht zu werden.;144
22;Erziehungsdepartement;2218;Schultherapien;;;3113.00;Hardware;13700.0;50000.0;13746.46;-36300.0;-72.6;Ausstattung des Therapiepersonals mit neuen Laptops ist abgeschlossen.;144
22;Erziehungsdepartement;2218;Schultherapien;;;3118.00;Immaterielle Anlagen;2900.0;3000.0;2931.66;-100.0;-3.33;;144
22;Erziehungsdepartement;2218;Schultherapien;;;3130.00;Dienstleistungen Dritter;57000.0;82000.0;61701.13;-25000.0;-30.49;Die Einrichtung neuer Laptops ist abgeschlossen. IT-Support für Therapiepersonal wird neu auf Konto 2218.3133.00 budgetiert. Entschädigungen für Transportkosten Therapien (Fr. 7'000) werden neu auf Konto 2218.3615.50 budgetiert (gemäss HRM2).;144
22;Erziehungsdepartement;2218;Schultherapien;;;3133.00;Informatik-Nutzungsaufwand;13400.0;800.0;790.0;12600.0;1575.0;Inkl. Vorarbeiten für die Digitalisierung der Therapiedokumentation. Neu wird IT-Support für Therapiepersonal auf diesem Konto budgertiert (Verschiebung von Konto 2218.3130.00).;144
22;Erziehungsdepartement;2218;Schultherapien;;;3153.00;Informatik-Unterhalt (Hardware);100.0;;95.0;100.0;;;144
22;Erziehungsdepartement;2218;Schultherapien;;;3170.00;Reisekosten und Spesen;1800.0;4000.0;1827.0;-2200.0;-55.0;;144
22;Erziehungsdepartement;2218;Schultherapien;;;3615.50;Entschädigungen Transportkosten Sonderschulung und Therapie;7000.0;;;7000.0;;;144
22;Erziehungsdepartement;2218;Schultherapien;;;4612.01;Gemeindebeitrag an den Übergangsrenten Lehrpersonen Volksschulen;;;-2091.0;;;;145
22;Erziehungsdepartement;2219;Aufsicht Sonderschulung und Therapien;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;460500.0;463400.0;448639.2;-2900.0;-0.63;;145
22;Erziehungsdepartement;2219;Aufsicht Sonderschulung und Therapien;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;29900.0;30100.0;29159.5;-200.0;-0.66;;145
22;Erziehungsdepartement;2219;Aufsicht Sonderschulung und Therapien;;;3052.00;AG-Beiträge an Pensionskassen;51100.0;61900.0;65698.5;-10800.0;-17.45;;145
22;Erziehungsdepartement;2219;Aufsicht Sonderschulung und Therapien;;;3053.00;AG-Beiträge an Unfallversicherungen;2800.0;2700.0;2431.7;100.0;3.7;;145
22;Erziehungsdepartement;2219;Aufsicht Sonderschulung und Therapien;;;3054.00;AG-Beiträge an Familienzulagekassen;5500.0;6000.0;5831.4;-500.0;-8.33;;145
22;Erziehungsdepartement;2219;Aufsicht Sonderschulung und Therapien;;;3059.10;AG-Beiträge Sozialfonds;400.0;400.0;359.65;;;;145
22;Erziehungsdepartement;2219;Aufsicht Sonderschulung und Therapien;;;3099.00;Übriger Personalaufwand;500.0;500.0;460.0;;;;145
22;Erziehungsdepartement;2219;Aufsicht Sonderschulung und Therapien;;;3103.00;Fachliteratur, Zeitschriften;100.0;200.0;52.6;-100.0;-50.0;;145
22;Erziehungsdepartement;2219;Aufsicht Sonderschulung und Therapien;;;3113.00;Hardware;1500.0;2000.0;1496.5;-500.0;-25.0;;145
22;Erziehungsdepartement;2219;Aufsicht Sonderschulung und Therapien;;;3118.00;Immaterielle Anlagen;1500.0;10500.0;1488.8;-9000.0;-85.71;;145
22;Erziehungsdepartement;2219;Aufsicht Sonderschulung und Therapien;;;3130.00;Dienstleistungen Dritter;5000.0;25200.0;1769.5;-20200.0;-80.16;Eine Weiterentwicklung der Abteilung Aufsicht Sonderschulung und Therapien konnte abgeschlossen werden.;145
22;Erziehungsdepartement;2219;Aufsicht Sonderschulung und Therapien;;;3133.00;Informatik-Nutzungsaufwand;65400.0;17800.0;23388.4;47600.0;267.42;Digitalisierungsprojekt Antrags- und Verlängerungsprozess für Sonderschulungen und entsprechende Softwarelizenzen CMI.;145
22;Erziehungsdepartement;2219;Aufsicht Sonderschulung und Therapien;;;3158.00;Unterhalt immaterielle Anlagen;10000.0;20000.0;15208.85;-10000.0;-50.0;;145
22;Erziehungsdepartement;2219;Aufsicht Sonderschulung und Therapien;;;3170.00;Reisekosten und Spesen;1000.0;2000.0;1036.55;-1000.0;-50.0;;145
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;1256600.0;1258800.0;1147670.9;-2200.0;-0.17;;145
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;81700.0;81800.0;74405.0;-100.0;-0.12;;145
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3052.00;AG-Beiträge an Pensionskassen;139500.0;168200.0;161775.6;-28700.0;-17.06;;145
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3053.00;AG-Beiträge an Unfallversicherungen;7700.0;7400.0;6260.4;300.0;4.05;;145
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3054.00;AG-Beiträge an Familienzulagekassen;15100.0;16300.0;14920.1;-1200.0;-7.36;;145
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3059.10;AG-Beiträge Sozialfonds;1000.0;1000.0;903.35;;;;145
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3090.00;Aus- und Weiterbildung des eigenen Personals;;;880.0;;;;145
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3091.00;Personalwerbung;500.0;500.0;;;;;145
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3099.00;Übriger Personalaufwand;500.0;500.0;1120.0;;;;146
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3100.00;Büromaterial;;;188.85;;;;146
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3104.00;Lehrmittel;2000.0;2000.0;195.0;;;;146
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3113.00;Hardware;3000.0;3000.0;4066.0;;;;146
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3130.00;Dienstleistungen Dritter;1900.0;10000.0;1897.15;-8100.0;-81.0;;146
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3133.00;Informatik-Nutzungsaufwand;107200.0;148700.0;119288.2;-41500.0;-27.91;Tiefere Kosten für Schulverwaltungssoftware wurden durch ITSH budgetiert.;146
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3158.00;Unterhalt immaterielle Anlagen;;;242.65;;;;146
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3160.00;Mieten und Pachten Liegenschaften;;;720.0;;;;146
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3161.00;Mieten, Benützungskosten Anlagen;;1500.0;;-1500.0;-100.0;;146
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;3170.00;Reisekosten und Spesen;14100.0;20000.0;14144.8;-5900.0;-29.5;;146
22;Erziehungsdepartement;2221;Aufsicht, Schulentwicklung;;;4612.00;Entschädigungen von Gemeinden und Gemeindezweckverbänden;;;-1247.5;;;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;1056400.0;1179900.0;1042803.25;-123500.0;-10.47;Tiefere Kosten aufgrund von Mutationsgewinnen.;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;;;-23009.2;;;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;68700.0;76600.0;65247.55;-7900.0;-10.31;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3052.00;AG-Beiträge an Pensionskassen;117300.0;157600.0;142744.85;-40300.0;-25.57;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3053.00;AG-Beiträge an Unfallversicherungen;6400.0;6800.0;5465.85;-400.0;-5.88;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3054.00;AG-Beiträge an Familienzulagekassen;12700.0;15300.0;13292.35;-2600.0;-16.99;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3059.10;AG-Beiträge Sozialfonds;800.0;900.0;730.2;-100.0;-11.11;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3090.00;Aus- und Weiterbildung des eigenen Personals;;;14495.0;;;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3091.00;Personalwerbung;1000.0;1000.0;;;;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3099.00;Übriger Personalaufwand;1700.0;1700.0;1040.0;;;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3100.00;Büromaterial;4100.0;5500.0;4141.29;-1400.0;-25.45;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3102.00;Drucksachen, Publikationen;;700.0;;-700.0;-100.0;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3103.00;Fachliteratur, Zeitschriften;700.0;1000.0;691.95;-300.0;-30.0;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3104.00;Lehrmittel;22900.0;23000.0;22857.91;-100.0;-0.43;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3113.00;Hardware;4200.0;700.0;4190.0;3500.0;500.0;;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3130.00;Dienstleistungen Dritter;24600.0;35000.0;24646.5;-10400.0;-29.71;Anpassung aufgrund der Erfahrung der Vorjahre.;146
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3133.00;Informatik-Nutzungsaufwand;68700.0;61500.0;50547.75;7200.0;11.71;;147
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3160.00;Mieten und Pachten Liegenschaften;300.0;600.0;320.0;-300.0;-50.0;;147
22;Erziehungsdepartement;2224;Schulische Abklärung und Beratung;;;3170.00;Reisekosten und Spesen;9000.0;7000.0;1433.85;2000.0;28.57;;147
22;Erziehungsdepartement;2232;Kindergärten;;;3020.00;Löhne der Lehrpersonen;14845300.0;14560300.0;14768657.35;285000.0;1.96;Abhängig von der Schülerinnen- und Schülerzahl.;147
22;Erziehungsdepartement;2232;Kindergärten;;;3020.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Lehrpersonen;;;-92856.15;;;;147
22;Erziehungsdepartement;2232;Kindergärten;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;964900.0;946400.0;950211.45;18500.0;1.95;;147
22;Erziehungsdepartement;2232;Kindergärten;;;3052.00;AG-Beiträge an Pensionskassen;1647800.0;1945300.0;2027960.75;-297500.0;-15.29;;147
22;Erziehungsdepartement;2232;Kindergärten;;;3053.00;AG-Beiträge an Unfallversicherungen;90600.0;87100.0;78209.2;3500.0;4.02;;147
22;Erziehungsdepartement;2232;Kindergärten;;;3054.00;AG-Beiträge an Familienzulagekassen;178100.0;189300.0;190358.8;-11200.0;-5.92;;147
22;Erziehungsdepartement;2232;Kindergärten;;;3059.10;AG-Beiträge Sozialfonds;11800.0;11700.0;11583.1;100.0;0.85;;147
22;Erziehungsdepartement;2232;Kindergärten;;;3064.00;Überbrückungsrenten;25100.0;23900.0;110093.85;1200.0;5.02;;147
22;Erziehungsdepartement;2232;Kindergärten;;;4612.00;Entschädigungen von Gemeinden und Gemeindezweckverbänden;-10262300.0;-10188300.0;-10594390.05;-74000.0;0.73;Tiefere Gemeindeanteile aufgrund der kantonalen Mitfinanzierung der Schulleitungen.;147
22;Erziehungsdepartement;2232;Kindergärten;;;4612.01;Gemeindebeitrag an den Übergangsrenten Lehrpersonen Volksschulen;;;-68419.85;;;;147
22;Erziehungsdepartement;2234;Primarschulen;;;3020.00;Löhne der Lehrpersonen;49933000.0;52347900.0;49803735.45;-2414900.0;-4.61;Abhängig von der Schülerinnen- und Schülerzahl.;147
22;Erziehungsdepartement;2234;Primarschulen;;;3020.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Lehrpersonen;-400000.0;-400000.0;-309798.75;;;;147
22;Erziehungsdepartement;2234;Primarschulen;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;3245600.0;3402800.0;3203101.25;-157200.0;-4.62;;147
22;Erziehungsdepartement;2234;Primarschulen;;;3052.00;AG-Beiträge an Pensionskassen;5542600.0;6994000.0;6177110.5;-1451400.0;-20.75;;147
22;Erziehungsdepartement;2234;Primarschulen;;;3053.00;AG-Beiträge an Unfallversicherungen;304600.0;314700.0;265499.8;-10100.0;-3.21;;147
22;Erziehungsdepartement;2234;Primarschulen;;;3054.00;AG-Beiträge an Familienzulagekassen;599200.0;680600.0;641981.55;-81400.0;-11.96;;147
22;Erziehungsdepartement;2234;Primarschulen;;;3059.10;AG-Beiträge Sozialfonds;39900.0;41900.0;38954.8;-2000.0;-4.77;;147
22;Erziehungsdepartement;2234;Primarschulen;;;3064.00;Überbrückungsrenten;227200.0;217200.0;142186.65;10000.0;4.6;;147
22;Erziehungsdepartement;2234;Primarschulen;;;4612.00;Entschädigungen von Gemeinden und Gemeindezweckverbänden;-34517000.0;-36635500.0;-35708326.9;2118500.0;-5.78;Tiefere Gemeindeanteile aufgrund der kantonalen Mitfinanzierung der Schulleitungen.;147
22;Erziehungsdepartement;2234;Primarschulen;;;4612.01;Gemeindebeitrag an den Übergangsrenten Lehrpersonen Volksschulen;;;-138494.2;;;;148
22;Erziehungsdepartement;2238;Sekundarstufe I;;;3020.00;Löhne der Lehrpersonen;28703000.0;30262400.0;28461376.3;-1559400.0;-5.15;Abhängig von der Schülerinnen- und Schülerzahl.;148
22;Erziehungsdepartement;2238;Sekundarstufe I;;;3020.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Lehrpersonen;;;-84388.95;;;;148
22;Erziehungsdepartement;2238;Sekundarstufe I;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;1865700.0;1967000.0;1829058.55;-101300.0;-5.15;;148
22;Erziehungsdepartement;2238;Sekundarstufe I;;;3052.00;AG-Beiträge an Pensionskassen;3186000.0;4043000.0;3766777.2;-857000.0;-21.2;;148
22;Erziehungsdepartement;2238;Sekundarstufe I;;;3053.00;AG-Beiträge an Unfallversicherungen;175100.0;180700.0;152811.65;-5600.0;-3.1;;148
22;Erziehungsdepartement;2238;Sekundarstufe I;;;3054.00;AG-Beiträge an Familienzulagekassen;344400.0;393400.0;367480.75;-49000.0;-12.46;;148
22;Erziehungsdepartement;2238;Sekundarstufe I;;;3059.10;AG-Beiträge Sozialfonds;22900.0;24200.0;21979.0;-1300.0;-5.37;;148
22;Erziehungsdepartement;2238;Sekundarstufe I;;;3064.00;Überbrückungsrenten;114100.0;109000.0;130823.95;5100.0;4.68;;148
22;Erziehungsdepartement;2238;Sekundarstufe I;;;4612.00;Entschädigungen von Gemeinden und Gemeindezweckverbänden;-19841500.0;-21178900.0;-20471632.25;1337400.0;-6.31;Tiefere Gemeindeanteile aufgrund der kantonalen Mitfinanzierung der Schulleitungen.;148
22;Erziehungsdepartement;2238;Sekundarstufe I;;;4612.01;Gemeindebeitrag an den Übergangsrenten Lehrpersonen Volksschulen;;;-108723.6;;;;148
22;Erziehungsdepartement;2249;Sonderschulung;;;;;;;;;;Steigende Schülerzahlen im Bereich Sonderschulung. Die Verbuchung in den Aufwandkonten erfolgt je nach Rechtsform der Institution (öffentlich oder privat).;148
22;Erziehungsdepartement;2249;Sonderschulung;;;3130.00;Dienstleistungen Dritter;;140000.0;149072.15;-140000.0;-100.0;Entschädigungen für Transportkosten von Sonderschülerinnen und Sonderschülern werden neu auf Konto 2249.3615.50 budgetiert (gemäss HRM2).;148
22;Erziehungsdepartement;2249;Sonderschulung;;;3130.10;Entschädigungen an private Sonderschulen;;3604000.0;5177755.98;-3604000.0;-100.0;Entschädigungen an private Sonderschulen werden neu auf Konto 2249.3615.00 budgetiert (gemäss HRM2).;148
22;Erziehungsdepartement;2249;Sonderschulung;;;3181.00;Tatsächliche Forderungsverluste;1700.0;2000.0;1735.0;-300.0;-15.0;;148
22;Erziehungsdepartement;2249;Sonderschulung;;;3614.00;Entschädigungen an öffentliche Unternehmungen;34303800.0;32094600.0;29091437.65;2209200.0;6.88;Steigende Anzahl Schülerinnen und Schüler.;148
22;Erziehungsdepartement;2249;Sonderschulung;;;3615.00;Entschädigungen an private Unternehmen;4300000.0;;;4300000.0;;Neu werden Entschädigungen an private Sonderschulen auf diesem Konto budgetiert (Verschiebung von Konto 2249.3130.10). Steigende Anzahl Schülerinnen und Schüler und mehr Spitalschulungen.;149
22;Erziehungsdepartement;2249;Sonderschulung;;;3615.50;Entschädigungen Transportkosten Sonderschulung und Therapie;149100.0;;;149100.0;;Neu werden Entschädigungen für Transportkosten von Sonderschülerinnen und Sonderschülern auf diesem Konto budgetiert (Verschiebung von Konto 2249.3130.00).;149
22;Erziehungsdepartement;2249;Sonderschulung;;;4260.00;Rückerstattungen und Kostenbeteiligungen Dritter;-45000.0;-37000.0;-34880.0;-8000.0;21.62;;149
22;Erziehungsdepartement;2249;Sonderschulung;;;4612.10;Entschädigungen von innerkantonalen Gemeinden und Gemeindezweckverbänden;-8900000.0;-8750000.0;-8963405.05;-150000.0;1.71;Höherer Gemeindebeitrag im Schuljahr 2026/2027 und mehr Sonderschulungen.;149
22;Erziehungsdepartement;2250;Musikschulen;;;3636.00;Beiträge an private Organisationen ohne Erwerbszweck;1100000.0;1100000.0;1043974.72;;;;149
22;Erziehungsdepartement;2251;Staatsbeiträge an die Zahnbehandlungen;;;3637.00;Beiträge an private Haushalte;50000.0;50000.0;31336.35;;;;149
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;1688200.0;1685400.0;1741017.9;2800.0;0.17;;149
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;;;-18961.7;;;;149
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3049.00;Übrige Zulagen;;;10860.0;;;;149
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;109700.0;109500.0;112660.6;200.0;0.18;;149
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3052.00;AG-Beiträge an Pensionskassen;187400.0;225200.0;220117.0;-37800.0;-16.79;;149
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3053.00;AG-Beiträge an Unfallversicherungen;10300.0;10200.0;9142.75;100.0;0.98;;149
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3054.00;AG-Beiträge an Familienzulagekassen;20300.0;21900.0;22574.25;-1600.0;-7.31;;149
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3059.10;AG-Beiträge Sozialfonds;1400.0;1300.0;1372.4;100.0;7.69;;149
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3090.00;Aus- und Weiterbildung des eigenen Personals;30200.0;34200.0;22306.73;-4000.0;-11.7;;149
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3099.00;Übriger Personalaufwand;1900.0;2400.0;4913.7;-500.0;-20.83;;149
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3100.00;Büromaterial;6900.0;8000.0;6874.79;-1100.0;-13.75;;149
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3102.00;Drucksachen, Publikationen;2300.0;1500.0;2281.3;800.0;53.33;;149
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3103.00;Fachliteratur, Zeitschriften;2600.0;2500.0;2555.8;100.0;4.0;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3106.00;Medizinisches Material;221500.0;230000.0;221471.26;-8500.0;-3.7;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3110.00;Büromöbel und -geräte;;500.0;;-500.0;-100.0;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3111.00;Maschinen, Geräte und Fahrzeuge;195200.0;;174.83;195200.0;;Ersatzanschaffung Klinikbus für Schuluntersuchungen.;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3113.00;Hardware;500.0;2500.0;3165.8;-2000.0;-80.0;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3116.00;Medizinische Geräte;21100.0;60000.0;111071.92;-38900.0;-64.83;Ersatzanschaffungen veralteter oder defekter Geräte erfolgte in den Jahren 2025/2026.;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3118.00;Immaterielle Anlagen;;;7058.95;;;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3120.00;Ver- und Entsorgung Liegenschaften VV;9300.0;10600.0;9277.7;-1300.0;-12.26;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3130.00;Dienstleistungen Dritter;278200.0;322500.0;278193.81;-44300.0;-13.74;Das Budget für Laboraufträge wurde an den voraussichtlichen Bedarf im Bereich der Kieferorthopädie angepasst.;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3133.00;Informatik-Nutzungsaufwand;152700.0;107200.0;111321.0;45500.0;42.44;Höhere Informatikkosten im Zusammenhang mit verschiedenen Digitalisierungsmassnahmen und damit verbundenen Umstellungen.;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3134.00;Sachversicherungsprämien;200.0;500.0;166.02;-300.0;-60.0;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3137.00;Steuern und Abgaben;2200.0;2000.0;2185.98;200.0;10.0;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3144.00;Unterhalt Hochbauten, Gebäude;4700.0;;4735.9;4700.0;;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3151.00;Unterhalt Maschinen, Geräte, Fahrzeuge;;4000.0;;-4000.0;-100.0;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3153.00;Informatik-Unterhalt (Hardware);;1900.0;;-1900.0;-100.0;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3156.00;Unterhalt medizinische Geräte;26800.0;35000.0;26820.34;-8200.0;-23.43;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3158.00;Unterhalt immaterielle Anlagen;24000.0;24000.0;35021.35;;;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3170.00;Reisekosten und Spesen;9200.0;10000.0;9162.4;-800.0;-8.0;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3181.00;Tatsächliche Forderungsverluste;5800.0;13000.0;5846.55;-7200.0;-55.38;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3192.00;Abgeltung von Rechten;200.0;200.0;227.6;;;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3199.00;Übriger Betriebsaufwand;1300.0;;1275.0;1300.0;;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3610.00;Entschädigungen an Bund;;;354.37;;;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;3910.00;IV Dienstleistungen;4000.0;4000.0;2448.85;;;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;4220.00;Taxen und Kostgelder;-2000000.0;-2000000.0;-1835632.29;;;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;4250.00;Verkäufe;-80000.0;-80000.0;-66179.16;;;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;4260.00;Rückerstattungen und Kostenbeteiligungen Dritter;-160000.0;-160000.0;-124412.4;;;;150
22;Erziehungsdepartement;2255;Schulzahnklinik;;;4290.00;Übrige Entgelte;;;-149.4;;;;151
22;Erziehungsdepartement;2272;Stipendien;;;3181.00;Tatsächliche Forderungsverluste;1500.0;1000.0;1510.0;500.0;50.0;;151
22;Erziehungsdepartement;2272;Stipendien;;;3637.20;Stipendien;3200000.0;3350000.0;2817438.63;-150000.0;-4.48;Anpassung aufgrund effektiver Auszahlungen im Vorjahr.;151
22;Erziehungsdepartement;2272;Stipendien;;;3637.22;Ausbildungsbeiträge an Studierende HF/FH;770000.0;770000.0;370500.0;;;;151
22;Erziehungsdepartement;2272;Stipendien;;;3640.70;Wertberichtigungen Darlehen an private Haushalte;5000.0;5000.0;;;;;151
22;Erziehungsdepartement;2272;Stipendien;;;4290.00;Übrige Entgelte;;;-55.0;;;;151
22;Erziehungsdepartement;2272;Stipendien;;;4401.00;Zinsen Forderungen und Kontokorrente;-7500.0;-7500.0;-5980.75;;;;151
22;Erziehungsdepartement;2272;Stipendien;;;4630.00;Beiträge vom Bund;-540000.0;-540000.0;-274063.0;;;;151
22;Erziehungsdepartement;2272;Stipendien;;;4637.20;Rückzahlungen von Stipendien;-20000.0;-20000.0;-23201.65;;;;151
22;Erziehungsdepartement;2273;Beiträge Hochschulen, Fachhochschulen, Gymnasien, Weiterbildung;;;3611.10;Entschädigungen an Hochschulen;7400000.0;7500000.0;7416308.75;-100000.0;-1.33;;151
22;Erziehungsdepartement;2273;Beiträge Hochschulen, Fachhochschulen, Gymnasien, Weiterbildung;;;3611.20;Entschädigungen an Fachhochschulen;10500000.0;9900000.0;10218805.52;600000.0;6.06;Anpassung aufgrund Rechnung 2025 und bereits bekannter Kosten 2026.;151
22;Erziehungsdepartement;2273;Beiträge Hochschulen, Fachhochschulen, Gymnasien, Weiterbildung;;;3611.30;Entschädigungen an ausserkantonale Gymnasien;600000.0;800000.0;574980.0;-200000.0;-25.0;Anpassung aufgrund der Vorjahre.;151
22;Erziehungsdepartement;2273;Beiträge Hochschulen, Fachhochschulen, Gymnasien, Weiterbildung;;;3611.40;Entschädigungen an Schulen für Hochbegabte;275000.0;275000.0;344591.55;;;;151
22;Erziehungsdepartement;2273;Beiträge Hochschulen, Fachhochschulen, Gymnasien, Weiterbildung;;;3614.00;Entschädigungen an öffentliche Unternehmungen;2300000.0;1800000.0;2332600.0;500000.0;27.78;Anpassung an die effektiven Kosten der Vorjahre.;151
22;Erziehungsdepartement;2273;Beiträge Hochschulen, Fachhochschulen, Gymnasien, Weiterbildung;;;3614.40;Entschädigungen an PHSH;7666600.0;9203300.0;6978500.0;-1536700.0;-16.7;Im Vorjahr waren die einmaligen Kosten für den Umzug budgetiert.;151
