departement;departement_name;dienststelle;dienststelle_name;spezialfinanzierung;spezialfinanzierung_name;konto;bezeichnung;budget_2027;budget_2026;rechnung_2025;abweichung;prozent;kommentar;seite
10;Kantonsrat;1000;Kantonsrat;;;3101.00;Betriebs- und Verbrauchsmaterial;1000.0;1000.0;133.05;;;;111
10;Kantonsrat;1000;Kantonsrat;;;3102.00;Drucksachen, Publikationen;84600.0;84600.0;57408.75;;;;111
10;Kantonsrat;1000;Kantonsrat;;;3103.00;Fachliteratur, Zeitschriften;700.0;400.0;688.0;300.0;75.0;;111
10;Kantonsrat;1000;Kantonsrat;;;3118.00;Immaterielle Anlagen;24700.0;20000.0;24700.95;4700.0;23.5;;111
10;Kantonsrat;1000;Kantonsrat;;;3130.00;Dienstleistungen Dritter;143800.0;143800.0;68045.44;;;;111
10;Kantonsrat;1000;Kantonsrat;;;3133.00;Informatik-Nutzungsaufwand;64200.0;81600.0;57452.55;-17400.0;-21.32;Tiefere Budgetierung aufgrund Erfahrungswerte Vorjahre.;112
10;Kantonsrat;1000;Kantonsrat;;;3161.00;Mieten, Benützungskosten Anlagen;200.0;3500.0;209.3;-3300.0;-94.29;;112
10;Kantonsrat;1000;Kantonsrat;;;3170.00;Reisekosten und Spesen;61000.0;61000.0;54476.45;;;;112
10;Kantonsrat;1000;Kantonsrat;;;3199.00;Übriger Betriebsaufwand;16700.0;11500.0;5740.67;5200.0;45.22;;112
10;Kantonsrat;1000;Kantonsrat;;;3636.00;Beiträge an private Organisationen ohne Erwerbszweck;48000.0;48000.0;48000.0;;;;112
10;Kantonsrat;1000;Kantonsrat;;;3910.00;IV Dienstleistungen;11900.0;11900.0;9188.4;;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;147500.0;125400.0;;22100.0;17.62;Erstmals für 12 Monate budgetiert (Besoldungskosten gemäss Vorlage ADS 24-85, S. 22);112
10;Kantonsrat;1050;Ombudsstelle;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;9600.0;8100.0;;1500.0;18.52;;112
10;Kantonsrat;1050;Ombudsstelle;;;3052.00;AG-Beiträge an Pensionskassen;16400.0;16800.0;;-400.0;-2.38;;112
10;Kantonsrat;1050;Ombudsstelle;;;3053.00;AG-Beiträge an Unfallversicherungen;900.0;700.0;;200.0;28.57;;112
10;Kantonsrat;1050;Ombudsstelle;;;3054.00;AG-Beiträge an Familienzulagekassen;1800.0;1600.0;;200.0;12.5;;112
10;Kantonsrat;1050;Ombudsstelle;;;3059.10;AG-Beiträge Sozialfonds;100.0;100.0;;;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3090.00;Aus- und Weiterbildung des eigenen Personals;3000.0;3000.0;;;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3099.00;Übriger Personalaufwand;3000.0;3000.0;;;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3100.00;Büromaterial;2000.0;2000.0;;;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3101.00;Betriebs- und Verbrauchsmaterial;2000.0;2000.0;;;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3102.00;Drucksachen, Publikationen;6000.0;10000.0;;-4000.0;-40.0;;112
10;Kantonsrat;1050;Ombudsstelle;;;3103.00;Fachliteratur, Zeitschriften;3000.0;3000.0;;;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3130.00;Dienstleistungen Dritter;9000.0;10000.0;;-1000.0;-10.0;;112
10;Kantonsrat;1050;Ombudsstelle;;;3133.00;Informatik-Nutzungsaufwand;10000.0;10000.0;;;;;112
10;Kantonsrat;1050;Ombudsstelle;;;3160.00;Mieten und Pachten Liegenschaften;21800.0;24000.0;;-2200.0;-9.17;;112
10;Kantonsrat;1050;Ombudsstelle;;;3170.00;Reisekosten und Spesen;2000.0;4000.0;;-2000.0;-50.0;;112
10;Kantonsrat;1050;Ombudsstelle;;;3199.00;Übriger Betriebsaufwand;5000.0;10000.0;;-5000.0;-50.0;;112
20;Regierungsrat/Staatskanzlei;2000;Regierungsrat;;;3000.00;Löhne Behörden, Richter und Richterinnen;1376000.0;1374500.0;1370325.4;1500.0;0.11;;113
20;Regierungsrat/Staatskanzlei;2000;Regierungsrat;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;89400.0;89400.0;82175.45;;;;113
20;Regierungsrat/Staatskanzlei;2000;Regierungsrat;;;3052.00;AG-Beiträge an Pensionskassen;152700.0;183700.0;239700.0;-31000.0;-16.88;;113
20;Regierungsrat/Staatskanzlei;2000;Regierungsrat;;;3053.00;AG-Beiträge an Unfallversicherungen;8400.0;7700.0;4017.0;700.0;9.09;;113
20;Regierungsrat/Staatskanzlei;2000;Regierungsrat;;;3054.00;AG-Beiträge an Familienzulagekassen;16500.0;17900.0;17813.2;-1400.0;-7.82;;113
20;Regierungsrat/Staatskanzlei;2000;Regierungsrat;;;3059.10;AG-Beiträge Sozialfonds;1100.0;1100.0;594.0;;;;113
20;Regierungsrat/Staatskanzlei;2000;Regierungsrat;;;3064.00;Überbrückungsrenten;23500.0;23500.0;23520.0;;;;113
20;Regierungsrat/Staatskanzlei;2000;Regierungsrat;;;3090.00;Aus- und Weiterbildung des eigenen Personals;12000.0;12000.0;11125.8;;;;113
20;Regierungsrat/Staatskanzlei;2000;Regierungsrat;;;3170.00;Reisekosten und Spesen;75000.0;75000.0;50001.0;;;;113
20;Regierungsrat/Staatskanzlei;2000;Regierungsrat;;;3199.00;Übriger Betriebsaufwand;10500.0;16000.0;10517.98;-5500.0;-34.38;;113
20;Regierungsrat/Staatskanzlei;2000;Regierungsrat;;;4309.00;Übrige betriebliche Erträge;-185000.0;-174600.0;-183561.2;-10400.0;5.96;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;1492800.0;1566700.0;1471472.05;-73900.0;-4.72;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;;;-1677.75;;;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;97000.0;101800.0;93737.85;-4800.0;-4.72;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3052.00;AG-Beiträge an Pensionskassen;165700.0;209300.0;206327.6;-43600.0;-20.83;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3053.00;AG-Beiträge an Unfallversicherungen;9100.0;9100.0;7153.65;;;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3054.00;AG-Beiträge an Familienzulagekassen;17900.0;20300.0;19079.45;-2400.0;-11.82;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3059.10;AG-Beiträge Sozialfonds;1200.0;1200.0;1053.4;;;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3090.00;Aus- und Weiterbildung des eigenen Personals;12000.0;12000.0;8132.05;;;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3091.00;Personalwerbung;;;100.0;;;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3099.00;Übriger Personalaufwand;8000.0;8000.0;3630.35;;;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3100.00;Büromaterial;9400.0;10000.0;9402.42;-600.0;-6.0;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3101.00;Betriebs- und Verbrauchsmaterial;208400.0;180000.0;208443.39;28400.0;15.78;Kostensteigerung beim Papiereinkauf.;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3102.00;Drucksachen, Publikationen;76400.0;77000.0;61395.65;-600.0;-0.78;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3103.00;Fachliteratur, Zeitschriften;10200.0;6400.0;10172.18;3800.0;59.38;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3110.00;Büromöbel und -geräte;4900.0;6000.0;4931.94;-1100.0;-18.33;;113
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3113.00;Hardware;3000.0;4000.0;2952.85;-1000.0;-25.0;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3130.00;Dienstleistungen Dritter;82600.0;71600.0;49005.45;11000.0;15.36;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3133.00;Informatik-Nutzungsaufwand;98700.0;184400.0;98700.69;-85700.0;-46.48;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3137.00;Steuern und Abgaben;6800.0;10000.0;6773.46;-3200.0;-32.0;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3150.00;Unterhalt Büromöbel und -geräte;1000.0;3000.0;841.55;-2000.0;-66.67;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3151.00;Unterhalt Maschinen, Geräte, Fahrzeuge;400.0;;447.55;400.0;;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3158.00;Unterhalt immaterielle Anlagen;16000.0;9000.0;5790.25;7000.0;77.78;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3161.00;Mieten, Benützungskosten Anlagen;10900.0;30000.0;10921.39;-19100.0;-63.67;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3170.00;Reisekosten und Spesen;14000.0;12000.0;13993.7;2000.0;16.67;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3181.00;Tatsächliche Forderungsverluste;3300.0;4000.0;3250.0;-700.0;-17.5;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3199.00;Übriger Betriebsaufwand;12600.0;10000.0;12614.45;2600.0;26.0;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3499.00;Übriger Finanzaufwand;1200.0;1200.0;407.0;;;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;3610.00;Entschädigungen an Bund;-20200.0;-13000.0;-20185.07;-7200.0;55.38;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;4210.00;Gebühren für Amtshandlungen;-220000.0;-179000.0;-222626.55;-41000.0;22.91;Erhöhte Nachfrage nach Apostillen und Überbeglaubigungen.;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;4250.00;Verkäufe;-230000.0;-230000.0;-195667.65;;;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;4632.10;Laufende Betriebsbeiträge von innerkantonalen Gemeinden und Gemeindezweckverbände;-69000.0;-69000.0;-68928.0;;;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;4900.00;IV Material- und Warenbezüge;-12500.0;-17000.0;-12519.35;4500.0;-26.47;;114
20;Regierungsrat/Staatskanzlei;2010;Staatskanzlei;;;4910.00;IV Dienstleistungen;-32900.0;-32900.0;-28918.6;;;;114
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;568000.0;565200.0;559020.0;2800.0;0.5;;114
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;;;-18006.1;;;;114
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;36900.0;36700.0;36355.05;200.0;0.54;;114
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3052.00;AG-Beiträge an Pensionskassen;63000.0;75500.0;64829.4;-12500.0;-16.56;;114
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3053.00;AG-Beiträge an Unfallversicherungen;3500.0;3300.0;2938.7;200.0;6.06;;114
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3054.00;AG-Beiträge an Familienzulagekassen;6800.0;7300.0;7270.15;-500.0;-6.85;;114
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3059.10;AG-Beiträge Sozialfonds;500.0;400.0;447.25;100.0;25.0;;114
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3090.00;Aus- und Weiterbildung des eigenen Personals;5600.0;7000.0;1989.37;-1400.0;-20.0;;114
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3091.00;Personalwerbung;500.0;500.0;;;;;114
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3100.00;Büromaterial;2300.0;3000.0;2260.46;-700.0;-23.33;;114
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3101.00;Betriebs- und Verbrauchsmaterial;21100.0;20000.0;21138.3;1100.0;5.5;;114
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3103.00;Fachliteratur, Zeitschriften;4500.0;7000.0;4489.15;-2500.0;-35.71;;115
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3111.00;Maschinen, Geräte und Fahrzeuge;4700.0;3000.0;4734.61;1700.0;56.67;;115
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3113.00;Hardware;2100.0;11000.0;2113.6;-8900.0;-80.91;;115
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3118.00;Immaterielle Anlagen;15500.0;15500.0;324.3;;;;115
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3119.00;Übrige nicht aktivierbare Anlagen;;2000.0;;-2000.0;-100.0;;115
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3130.00;Dienstleistungen Dritter;100000.0;101000.0;63213.72;-1000.0;-0.99;;115
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3133.00;Informatik-Nutzungsaufwand;103700.0;125700.0;103657.0;-22000.0;-17.5;;115
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3151.00;Unterhalt Maschinen, Geräte, Fahrzeuge;200.0;500.0;184.0;-300.0;-60.0;;115
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3158.00;Unterhalt immaterielle Anlagen;15200.0;43900.0;15205.15;-28700.0;-65.38;;115
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3170.00;Reisekosten und Spesen;1600.0;4400.0;1613.5;-2800.0;-63.64;;115
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3320.00;Planmässige Abschreibungen immaterielle Anlagen;60200.0;56000.0;41807.0;4200.0;7.5;;115
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3631.00;Beiträge an Kantone und Konkordate;8000.0;7600.0;7902.0;400.0;5.26;;115
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;3636.00;Beiträge an private Organisationen ohne Erwerbszweck;1000.0;1000.0;500.0;;;;115
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;4240.00;Benützungsgebühren und Dienstleistungen;-100.0;-100.0;-106.0;;;;115
20;Regierungsrat/Staatskanzlei;2030;Staatsarchiv;;;4250.00;Verkäufe;-700.0;-700.0;-330.0;;;;115
20;Regierungsrat/Staatskanzlei;2050;Repräsentationskosten;;;3199.00;Übriger Betriebsaufwand;60000.0;70000.0;48119.5;-10000.0;-14.29;;115
20;Regierungsrat/Staatskanzlei;2060;Staatskeller;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;6000.0;6000.0;6238.55;;;;115
20;Regierungsrat/Staatskanzlei;2060;Staatskeller;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;400.0;400.0;240.15;;;;115
20;Regierungsrat/Staatskanzlei;2060;Staatskeller;;;3052.00;AG-Beiträge an Pensionskassen;700.0;800.0;;-100.0;-12.5;;115
20;Regierungsrat/Staatskanzlei;2060;Staatskeller;;;3053.00;AG-Beiträge an Unfallversicherungen;;;9.1;;;;115
20;Regierungsrat/Staatskanzlei;2060;Staatskeller;;;3054.00;AG-Beiträge an Familienzulagekassen;100.0;100.0;48.05;;;;115
20;Regierungsrat/Staatskanzlei;2060;Staatskeller;;;3059.10;AG-Beiträge Sozialfonds;;;2.9;;;;115
20;Regierungsrat/Staatskanzlei;2060;Staatskeller;;;3109.00;Übriger Material- und Warenaufwand;47500.0;48000.0;47453.86;-500.0;-1.04;;115
20;Regierungsrat/Staatskanzlei;2060;Staatskeller;;;3199.00;Übriger Betriebsaufwand;30800.0;30000.0;30832.64;800.0;2.67;;115
20;Regierungsrat/Staatskanzlei;2090;Verschiedene Ausgaben;;;3069.00;Übrige Arbeitgeberleistungen;18500.0;18500.0;;;;;115
20;Regierungsrat/Staatskanzlei;2090;Verschiedene Ausgaben;;;3099.00;Übriger Personalaufwand;500.0;500.0;;;;;115
20;Regierungsrat/Staatskanzlei;2090;Verschiedene Ausgaben;;;3130.00;Dienstleistungen Dritter;1348600.0;1288500.0;1348571.06;60100.0;4.66;Höhere Portokosten beim Postversand.;115
20;Regierungsrat/Staatskanzlei;2090;Verschiedene Ausgaben;;;3132.00;Honorare externe Berater, Gutachter, Fachexperten etc.;40000.0;50000.0;22208.2;-10000.0;-20.0;;116
20;Regierungsrat/Staatskanzlei;2090;Verschiedene Ausgaben;;;3133.00;Informatik-Nutzungsaufwand;325000.0;259000.0;358863.49;66000.0;25.48;Zusatzkosten Ständerats- und Nationalratswahlen.;116
20;Regierungsrat/Staatskanzlei;2090;Verschiedene Ausgaben;;;3158.00;Unterhalt immaterielle Anlagen;4100.0;14000.0;4149.0;-9900.0;-70.71;;116
20;Regierungsrat/Staatskanzlei;2090;Verschiedene Ausgaben;;;3199.00;Übriger Betriebsaufwand;14000.0;19000.0;11742.9;-5000.0;-26.32;;116
20;Regierungsrat/Staatskanzlei;2090;Verschiedene Ausgaben;;;3631.00;Beiträge an Kantone und Konkordate;201000.0;196000.0;192335.25;5000.0;2.55;;116
20;Regierungsrat/Staatskanzlei;2090;Verschiedene Ausgaben;;;3638.00;Beiträge an das Ausland;39500.0;39500.0;35887.43;;;;116
20;Regierungsrat/Staatskanzlei;2090;Verschiedene Ausgaben;;;4631.00;Beiträge von Kantonen und Konkordaten;-30000.0;-30000.0;-30000.0;;;;116
20;Regierungsrat/Staatskanzlei;2090;Verschiedene Ausgaben;;;4910.00;IV Dienstleistungen;-272800.0;-272800.0;-283200.0;;;;116
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;1050000.0;1052400.0;791905.45;-2400.0;-0.23;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;;;-5088.55;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;57200.0;68500.0;50742.0;-11300.0;-16.5;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3052.00;AG-Beiträge an Pensionskassen;97700.0;140600.0;99253.3;-42900.0;-30.51;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3053.00;AG-Beiträge an Unfallversicherungen;5400.0;6500.0;3981.55;-1100.0;-16.92;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3054.00;AG-Beiträge an Familienzulagekassen;10600.0;13700.0;10269.95;-3100.0;-22.63;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3059.10;AG-Beiträge Sozialfonds;700.0;800.0;587.3;-100.0;-12.5;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3090.00;Aus- und Weiterbildung des eigenen Personals;15000.0;15000.0;29442.04;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3091.00;Personalwerbung;800.0;800.0;;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3099.00;Übriger Personalaufwand;6300.0;6300.0;4758.35;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3100.00;Büromaterial;3500.0;3500.0;3519.98;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3102.00;Drucksachen, Publikationen;;1000.0;;-1000.0;-100.0;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3103.00;Fachliteratur, Zeitschriften;4300.0;4400.0;4328.1;-100.0;-2.27;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3110.00;Büromöbel und -geräte;;1500.0;;-1500.0;-100.0;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3113.00;Hardware;5000.0;3000.0;13293.0;2000.0;66.67;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3130.00;Dienstleistungen Dritter;35500.0;40000.0;35530.2;-4500.0;-11.25;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3133.00;Informatik-Nutzungsaufwand;47800.0;53400.0;49822.15;-5600.0;-10.49;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3161.00;Mieten, Benützungskosten Anlagen;;9300.0;;-9300.0;-100.0;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3170.00;Reisekosten und Spesen;3800.0;4500.0;3785.45;-700.0;-15.56;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3181.00;Tatsächliche Forderungsverluste;4000.0;4500.0;4000.0;-500.0;-11.11;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3199.00;Übriger Betriebsaufwand;2700.0;2000.0;2737.24;700.0;35.0;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3614.00;Entschädigungen an öffentliche Unternehmungen;10000.0;10000.0;10000.0;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3631.00;Beiträge an Kantone und Konkordate;83800.0;83800.0;78213.65;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3636.00;Beiträge an private Organisationen ohne Erwerbszweck;2000.0;2000.0;2000.0;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;3910.00;IV Dienstleistungen;;;70.0;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;4210.00;Gebühren für Amtshandlungen;-28000.0;-28000.0;-11838.0;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;4240.00;Benützungsgebühren und Dienstleistungen;;;-8750.0;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;4270.00;Bussen;-9000.0;-9000.0;-7195.0;;;;117
21;Departement des Innern;2100;Sekretariat/Rechtsdienst Koordinationsstelle für Umweltschutz;;;4910.00;IV Dienstleistungen;;;-5012.0;;;;118
21;Departement des Innern;2102;Lotterie und Spielbanken;;;3610.00;Entschädigungen an Bund;;2000.0;4100.0;-2000.0;-100.0;;118
21;Departement des Innern;2102;Lotterie und Spielbanken;;;3980.00;Übertragungen;35000.0;35000.0;345998.0;;;;118
21;Departement des Innern;2102;Lotterie und Spielbanken;;;4025.00;Spielbanken- und Spielautomatenabgabe;;;-1507564.1;;;;118
21;Departement des Innern;2102;Lotterie und Spielbanken;;;4130.00;Ertragsanteile an Lotterien, Sport-Toto, Wetten;-35000.0;-35000.0;-44485.2;;;;118
21;Departement des Innern;2102;Lotterie und Spielbanken;;;4210.00;Gebühren für Amtshandlungen;-2000.0;-2000.0;-2270.85;;;;118
21;Departement des Innern;2104;Jagd und Fischerei;;;3000.10;Sitzungsgelder Kommissionen;9000.0;9000.0;2380.0;;;;118
21;Departement des Innern;2104;Jagd und Fischerei;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;220000.0;221900.0;220673.0;-1900.0;-0.86;;118
21;Departement des Innern;2104;Jagd und Fischerei;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;14900.0;15100.0;14330.0;-200.0;-1.32;;118
21;Departement des Innern;2104;Jagd und Fischerei;;;3052.00;AG-Beiträge an Pensionskassen;25400.0;29600.0;22724.0;-4200.0;-14.19;;118
21;Departement des Innern;2104;Jagd und Fischerei;;;3053.00;AG-Beiträge an Unfallversicherungen;1400.0;1500.0;1199.3;-100.0;-6.67;;118
