departement;departement_name;dienststelle;dienststelle_name;spezialfinanzierung;spezialfinanzierung_name;konto;konto_name;projekt;projekt_name;budget_2027_ausgaben;budget_2027_einnahmen;budget_2026_ausgaben;budget_2026_einnahmen;rechnung_2025_ausgaben;rechnung_2025_einnahmen;seite
24;Volkswirtschaftsdepartement;2414;Amt für Grundstückschätzungen;;;5200.00;Software;ITP5011;VK Einführung Fachanwendung für Gebäude-/Grundstückschätzung;;;593437.0;;600564.0;;271
24;Volkswirtschaftsdepartement;2414;Amt für Grundstückschätzungen;;;5200.00;Software;ITP5011-1;VK Zusatzkredit Einführung Fachanwendung für Gebäude-/Grundstückschätzung;;;900000.0;;133693.3;;271
24;Volkswirtschaftsdepartement;2440;Landwirtschaftsamt;;;5200.00;Software;ITP5039;VK Nachfolgelösung LAWIS;158000.0;;;;;;271
24;Volkswirtschaftsdepartement;2440;Landwirtschaftsamt;;;5290.00;Übrige immaterielle Anlagen;IPR0179;VK Bodenkartierung;200000.0;;150000.0;;254960.93;;271
24;Volkswirtschaftsdepartement;2440;Landwirtschaftsamt;;;5620.00;Gemeinden und Gemeindezweckverbände;IPR0066;VK Staatsbeiträge an Bodenverbesserungen;725000.0;;220000.0;;370450.0;;271
24;Volkswirtschaftsdepartement;2440;Landwirtschaftsamt;;;5620.00;Gemeinden und Gemeindezweckverbände;IPR0066-1;Zusatzkredit VK Staatsbeiträge an Bodenverbesserungen Bewässerungsprojekt Bibertal;250000.0;;470000.0;;;;271
24;Volkswirtschaftsdepartement;2440;Landwirtschaftsamt;;;5620.00;Gemeinden und Gemeindezweckverbände;IPR0067;Beiträge an Meliorationen (Gemeinden und Gemeindezweckverbände);355000.0;;480000.0;;;;272
24;Volkswirtschaftsdepartement;2440;Landwirtschaftsamt;;;5650.00;Private Unternehmungen;IPR0067;Beiträge an Meliorationen (Gemeinden und Gemeindezweckverbände);550000.0;;600000.0;;;;272
24;Volkswirtschaftsdepartement;2440;Landwirtschaftsamt;;;5720.00;Durchlaufende Invest.beiträge Gemeinden und Gemeindezweckverbände;IPR0066;VK Staatsbeiträge an Bodenverbesserungen;;;;;448197.0;;272
24;Volkswirtschaftsdepartement;2440;Landwirtschaftsamt;;;5720.00;Durchlaufende Invest.beiträge Gemeinden und Gemeindezweckverbände;IPR0067;Beiträge an Meliorationen (Gemeinden und Gemeindezweckverbände);1500000.0;;1500000.0;;;;272
24;Volkswirtschaftsdepartement;2440;Landwirtschaftsamt;;;5750.00;Durchlaufende Invest.beiträge Private Unternehmungen;IPR0067;Beiträge an Meliorationen (Gemeinden und Gemeindezweckverbände);250000.0;;250000.0;;;;272
24;Volkswirtschaftsdepartement;2440;Landwirtschaftsamt;;;6700.00;Durchlaufende Invest.beiträge Bund;IPR0066;VK Staatsbeiträge an Bodenverbesserungen;;;;;;448197.0;272
24;Volkswirtschaftsdepartement;2440;Landwirtschaftsamt;;;6700.00;Durchlaufende Invest.beiträge Bund;IPR0067;Beiträge an Meliorationen (Gemeinden und Gemeindezweckverbände);;1750000.0;;1750000.0;;;272
24;Volkswirtschaftsdepartement;2466;Staatsanwaltschaft;;;5200.00;Software;ITP5035;VK Ersatzbeschaffung «JURIS»;775000.0;;;;;;272
24;Volkswirtschaftsdepartement;2472;Gefängnisverwaltung;;;5060.00;Mobilien;IPR0252;VK Einrichtung, Mobiliar Neubau PSZ;700000.0;;;;;;272
24;Volkswirtschaftsdepartement;2498;;2498.7004;Generationenfonds;5450.00;Private Unternehmungen;IPR0068;NRP-Investitionsdarlehen Bund;1000000.0;;1000000.0;;;;272
25;Finanzdepartement;2502;Personalamt;;;5200.00;Software;ITP5018;VK Evaluation und Einführung neues Personal- und Lohnsystem;;;350000.0;;700506.3;;274
25;Finanzdepartement;2504;Allgemeiner Personalaufwand;;;5200.00;Software;ITP5020;VK Ablösung Zeiterfassungstool;;;103800.0;;55071.55;;274
25;Finanzdepartement;2522;Finanzverwaltung;;;5200.00;Software;ITP5026;VK Internes Kontrollsystem und Risikomanagement Kanton Schaffhausen;;;100000.0;;;;274
25;Finanzdepartement;2522;Finanzverwaltung;;;5540.00;Öffentliche Unternehmungen;IPR0303;Aktienpaket Abraxas Informatik AG 150 Aktien;;;;;60000.0;;274
25;Finanzdepartement;2524;Steuerverwaltung;;;5200.00;Software;ITP5008;VK Nest.deq;550000.0;;550000.0;;303370.07;;274
25;Finanzdepartement;2532;Ertrag der Aktiv-Kapitalien;;;5540.10;Konversion Tranche Dotationskapital SHKB;IPR0130;Konversion Dotationskapital SHKB;10000000.0;;15000000.0;;10000000.0;;274
25;Finanzdepartement;2532;Ertrag der Aktiv-Kapitalien;;;6440.00;Rückzahlung von Darlehen - Öffentliche Unternehmungen;IPR0281;Darlehen URh AG;;;;;;70000.0;274
25;Finanzdepartement;2532;Ertrag der Aktiv-Kapitalien;;;6540.10;Konversion Tranche Dotationskapital SHKB;IPR0130;Konversion Dotationskapital SHKB;;10000000.0;;15000000.0;;10000000.0;275
25;Finanzdepartement;2550;Schaffhauser Polizei;;;5060.00;Mobilien;IPR0198;Ersatzbeschaffung Polizeiboot;;;;;353841.75;;275
25;Finanzdepartement;2550;Schaffhauser Polizei;;;5060.00;Mobilien;IPR0215;VK Technische Betriebsausrüstung PSZ SH;2500000.0;;2000000.0;;5796.85;;275
25;Finanzdepartement;2550;Schaffhauser Polizei;;;5060.00;Mobilien;IPR0309;VK Ersatz-Beschaffung Dienstwaffe;180000.0;;;;;;275
25;Finanzdepartement;2550;Schaffhauser Polizei;;;5060.00;Mobilien;ITP5001;VK POLYCOM 2030;;;;;200357.44;;275
25;Finanzdepartement;2550;Schaffhauser Polizei;;;5060.00;Mobilien;ITP5029;VK Sicherheitskommunikationssystem «MSK»;1000000.0;;400000.0;;;;275
25;Finanzdepartement;2550;Schaffhauser Polizei;;;5090.10;Uniformen;IPR0272;VK Neu-Beschaffung KEP-PAZ (Ersatz);300000.0;;250000.0;;;;275
25;Finanzdepartement;2550;Schaffhauser Polizei;;;5200.00;Software;IPR0308;VK Ersatz-Beschaffung Sprachsystem EZ/VLS;500000.0;;;;;;275
25;Finanzdepartement;2550;Schaffhauser Polizei;;;5200.00;Software;ITP5036;VK Ersatzbeschaffung «Polis Zukunft»;1500000.0;;;;;;275
25;Finanzdepartement;2551;Kantonale Feuerpolizei;;;5040.00;Hochbauten;IPR0302;VK Betriebseinrichtung Gemeinsames Ausbildungszentrum (GAZ) Beringen - Hochbau;590000.0;;;;;;275
25;Finanzdepartement;2551;Kantonale Feuerpolizei;;;5060.00;Mobilien;IPR0244;VK Ausbildungsplatz AZ Beringen;1100000.0;;650000.0;;;;275
25;Finanzdepartement;2551;Kantonale Feuerpolizei;;;5060.00;Mobilien;IPR0245;VK Ersatz Einsatzleitwagen;;;480000.0;;;;275
25;Finanzdepartement;2551;Kantonale Feuerpolizei;;;5060.00;Mobilien;IPR0246;VK Ausbildungscontainer;;;280000.0;;;;275
25;Finanzdepartement;2551;Kantonale Feuerpolizei;;;5060.00;Mobilien;IPR0302;VK Betriebseinrichtung Gemeinsames Ausbildungszentrum (GAZ) Beringen - Hochbau;;;620000.0;;;;275
25;Finanzdepartement;2551;Kantonale Feuerpolizei;;;5090.00;Übrige Sachanlagen;IPR0244;VK Ausbildungsplatz AZ Beringen;550000.0;;250000.0;;;;275
25;Finanzdepartement;2551;Kantonale Feuerpolizei;;;5090.00;Übrige Sachanlagen;IPR0244-1;Zusatzkredit VK Ausbildungsplatz AZ Beringen;;;100000.0;;;;276
25;Finanzdepartement;2557;Amt für Bevölkerungsschutz und Armee;;;5040.00;Hochbauten;IPR0164;VK Ausbau Schutzanlage Kiesgrube zum geschützten KFO Führungsstandort (Phase I);250000.0;;250000.0;;5000.0;;276
25;Finanzdepartement;2557;Amt für Bevölkerungsschutz und Armee;;;5040.00;Hochbauten;IPR0302-1;VK Zusatzkredit Betriebseinrichtung Gemeinsames Ausbildungszentrum (GAZ) Beringen - Hochbau;410000.0;;;;;;276
25;Finanzdepartement;2557;Amt für Bevölkerungsschutz und Armee;;;5060.00;Mobilien;IPR0164;VK Ausbau Schutzanlage Kiesgrube zum geschützten KFO Führungsstandort (Phase I);;;172000.0;;;;276
25;Finanzdepartement;2557;Amt für Bevölkerungsschutz und Armee;;;5060.00;Mobilien;IPR0328;VK Betriebseinrichtung Gemeinsames Ausbildungszentrum (GAZ) Beringen - Mobilien;50000.0;;;;;;276
25;Finanzdepartement;2557;Amt für Bevölkerungsschutz und Armee;;;6300.00;Bund;IPR0164;VK Ausbau Schutzanlage Kiesgrube zum geschützten KFO Führungsstandort (Phase I);;;;106500.0;;;276
25;Finanzdepartement;2598;;2598.7256;Brandschutzfonds;5620.00;Gemeinden und Gemeindezweckverbände;IPR0175;Investitionsbeiträge an Fahrzeuge;;;1050000.0;;636367.7;;276
30;Gerichte;3010;Obergericht;;;5060.00;Mobilien;ITP5027-1;VK Zusatzkredit Technische Anpassung KG-Gerichtssäle (eJustiz);70000.0;;70000.0;;;;277
30;Gerichte;3010;Obergericht;;;5200.00;Software;ITP5025;VK Umstellung auf Tribuna V4 (Upgrade);292900.0;;292900.0;;;;277
30;Gerichte;3030;Kantonsgericht;;;5060.00;Mobilien;ITP5027;VK Technische Anpassung KG-Gerichtssäle (eJustiz);162300.0;;172000.0;;29628.8;;277
30;Gerichte;3030;Kantonsgericht;;;5060.00;Mobilien;ITP5027-1;VK Zusatzkredit Technische Anpassung KG-Gerichtssäle (eJustiz);117700.0;;250000.0;;;;277
30;Gerichte;3030;Kantonsgericht;;;5200.00;Software;ITP5028;VK Juristische Fachapplikation «KG SB»;;;555365.0;;302905.92;;277
