departement;departement_name;dienststelle;dienststelle_name;spezialfinanzierung;spezialfinanzierung_name;konto;bezeichnung;rechnung_2025;budget_2025;rechnung_2024;abweichung;prozent;kommentar;seite
22;Erziehungsdepartement;2273;Beiträge Hochschulen, Fachhochschulen, Gymnasien, Weiterbildung;;;3611.20;Entschädigungen an Fachhochschulen;10218805.52;10000000.0;9785638.17;218805.52;2.19;Leicht mehr Studierende an;217
22;Erziehungsdepartement;2273;Beiträge Hochschulen, Fachhochschulen, Gymnasien, Weiterbildung;;;3611.30;Entschädigungen an ausserkantonale Gymnasien;574980.0;900000.0;441950.0;-325020.0;-36.11;Weniger Schülerinnen und Schüler an;217
22;Erziehungsdepartement;2273;Beiträge Hochschulen, Fachhochschulen, Gymnasien, Weiterbildung;;;3611.40;Entschädigungen an Schulen für Hochbegabte;344591.55;300000.0;211091.75;44591.55;14.86;Mehr Lernende/Studierende im;217
22;Erziehungsdepartement;2273;Beiträge Hochschulen, Fachhochschulen, Gymnasien, Weiterbildung;;;3614.00;Entschädigungen an öffentliche Unternehmungen;2332600.0;1800000.0;2217800.0;532600.0;29.59;Mehr Studierende an;217
22;Erziehungsdepartement;2273;Beiträge Hochschulen, Fachhochschulen, Gymnasien, Weiterbildung;;;3614.40;Entschädigungen an PHSH;6978500.0;6999500.0;5461000.0;-21000.0;-0.3;;217
22;Erziehungsdepartement;2273;Beiträge Hochschulen, Fachhochschulen, Gymnasien, Weiterbildung;;;3631.10;Beiträge an Hochschulen;443443.0;530000.0;594100.0;-86557.0;-16.33;Weniger Studierende an der;217
22;Erziehungsdepartement;2273;Beiträge Hochschulen, Fachhochschulen, Gymnasien, Weiterbildung;;;3631.20;Beiträge an TG-SH Maturitätsschule für Erwachsene und AKAD ZH;245480.0;160000.0;192350.0;85480.0;53.43;Mehr Studierende an der;218
22;Erziehungsdepartement;2273;Beiträge Hochschulen, Fachhochschulen, Gymnasien, Weiterbildung;;;3631.30;Beiträge an Höhere Fachschulen;41830.4;31000.0;32870.4;10830.4;34.94;Höhere Kosten an der Interkantonalen;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3000.10;Sitzungsgelder Kommissionen;12950.0;15000.0;14417.8;-2050.0;-13.67;;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;2413653.25;2340700.0;2252904.7;72953.25;3.12;Mehrausgaben infolge;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;-36388.2;-10000.0;-15872.0;-26388.2;263.88;;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3020.00;Löhne der Lehrpersonen;11180468.1;10861200.0;10496768.5;319268.1;2.94;Mehr Klassen in der beruflichen;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3020.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Lehrpersonen;-88213.4;-50000.0;-40607.45;-38213.4;76.43;;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3049.00;Übrige Zulagen;33650.0;40000.0;29600.0;-6350.0;-15.88;;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;880816.95;859100.0;816437.6;21716.95;2.53;;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3052.00;AG-Beiträge an Pensionskassen;1850221.35;1762400.0;1731413.45;87821.35;4.98;;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3053.00;AG-Beiträge an Unfallversicherungen;69039.1;71400.0;65198.55;-2360.9;-3.31;;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3054.00;AG-Beiträge an Familienzulagekassen;176841.5;171900.0;164014.05;4941.5;2.87;;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3059.10;AG-Beiträge Sozialfonds;10564.5;10600.0;9813.8;-35.5;-0.33;;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3064.00;Überbrückungsrenten;55882.3;20000.0;1056.8;35882.3;179.41;Der vorzeitige Übertritt in den;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3090.00;Aus- und Weiterbildung des eigenen Personals;79842.35;144300.0;107497.55;-64457.65;-44.67;Geringerer Aufwand aufgrund nicht;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3091.00;Personalwerbung;16820.35;41200.0;13842.15;-24379.65;-59.17;Effizientere Prozesse dank;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3099.00;Übriger Personalaufwand;44221.25;42000.0;37436.4;2221.25;5.29;;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3100.00;Büromaterial;16393.65;24800.0;16526.25;-8406.35;-33.9;;218
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3101.00;Betriebs- und Verbrauchsmaterial;164020.87;193100.0;138068.63;-29079.13;-15.06;Der Bedarf an Betriebs- und;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3102.00;Drucksachen, Publikationen;28286.95;35700.0;28954.0;-7413.05;-20.76;;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3103.00;Fachliteratur, Zeitschriften;10681.19;16100.0;11001.8;-5418.81;-33.66;;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3104.00;Lehrmittel;139838.29;154300.0;117697.88;-14461.71;-9.37;Geringerer Aufwand bei der;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3105.00;Lebensmittel;720116.15;690000.0;670157.72;30116.15;4.36;Höherer Aufwand für Lebensmittel in;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3106.00;Medizinisches Material;4701.4;6000.0;7823.65;-1298.6;-21.64;;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3110.00;Büromöbel und -geräte;174117.6;140500.0;199828.55;33617.6;23.93;Einrichtung von zusätzlich benötigten;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3111.00;Maschinen, Geräte und Fahrzeuge;151964.66;197900.0;50627.49;-45935.34;-23.21;Es mussten weniger Maschinen und;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3112.00;Kleider, Wäsche, Vorhänge;6637.7;33000.0;19408.95;-26362.3;-79.89;Aufgrund erheblicher Qualitätsmängel;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3113.00;Hardware;248188.89;603800.0;127441.85;-355611.11;-58.9;Projekt «audio-visuelle Anlagen»;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3115.00;Viehhabe;362.55;3000.0;2119.5;-2637.45;-87.92;;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3116.00;Medizinische Geräte;;2000.0;;-2000.0;-100.0;;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3118.00;Immaterielle Anlagen;103297.84;156000.0;50308.9;-52702.16;-33.78;Der Bedarf an immateriellen Anlagen;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3120.00;Ver- und Entsorgung Liegenschaften VV;315115.36;364000.0;388425.05;-48884.64;-13.43;Die Energiekosten fielen insgesamt;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3130.00;Dienstleistungen Dritter;712676.77;1096400.0;352273.61;-383723.23;-35.0;Tiefere Kosten bei der Umsetzung;219
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3133.00;Informatik-Nutzungsaufwand Mietkosten für Multifunktionsgeräte;141148.9;41000.0;42042.7;100148.9;244.27;in;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3134.00;Sachversicherungsprämien;1105.12;1400.0;1134.0;-294.88;-21.06;;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3137.00;Steuern und Abgaben;59653.9;52300.0;53347.48;7353.9;14.06;;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3150.00;Unterhalt Büromöbel und -geräte;;3000.0;;-3000.0;-100.0;;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3151.00;Unterhalt Maschinen, Geräte, Fahrzeuge Der Aufwand wurde zu hoch;19409.91;51700.0;31434.65;-32290.09;-62.46;;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3153.00;Informatik-Unterhalt (Hardware);560.6;4000.0;364.65;-3439.4;-85.99;;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3158.00;Unterhalt immaterielle Anlagen Der Bedarf am Unterhalt;73388.16;127000.0;117589.65;-53611.84;-42.21;;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3160.00;Mieten und Pachten Liegenschaften Die Mietkosten für die Turnhalle;15025.0;65000.0;48756.0;-49975.0;-76.88;;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3161.00;Mieten, Benützungskosten Anlagen Mietkosten von Fr.;87775.35;133000.0;132847.1;-45224.65;-34.0;sind auf;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3170.00;Reisekosten und Spesen;13190.15;19400.0;13120.0;-6209.85;-32.01;;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3171.00;Exkursionen, Schulreisen und Lager Geringerer Aufwand für Exkursionen;67205.98;101300.0;77824.79;-34094.02;-33.66;;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3181.00;Tatsächliche Forderungsverluste;756.9;8000.0;2700.05;-7243.1;-90.54;;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3199.00;Übriger Betriebsaufwand;3792.9;2800.0;2588.7;992.9;35.46;;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;3910.00;IV Dienstleistungen;70.0;;;70.0;;;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;4230.00;Schulgelder Jährliche Schwankungen bei;-25400.0;-15000.0;-32800.0;-10400.0;69.33;den;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;4240.00;Benützungsgebühren und Dienstleistungen;-411.2;;-331.0;-411.2;;;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;4250.00;Verkäufe;-1175200.89;-1160200.0;-1135999.39;-15000.89;1.29;;220
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;4260.00;Rückerstattungen und Kostenbeteiligungen Dritter;-72286.35;-70000.0;-83909.85;-2286.35;3.27;;221
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;4270.00;Bussen;-1250.0;;-1692.0;-1250.0;;;221
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;4290.00;Übrige Entgelte;;;-12.2;;;;221
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;4309.00;Übrige betriebliche Erträge;;;-60.0;;;;221
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;4470.00;Pacht- und Mietzinse Liegenschaften VV;;;-2832.0;;;;221
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;4471.00;Vergütungen Dienstwohnungen VV;-11496.0;-25000.0;-13636.0;13504.0;-54.02;Wohnung im Birch läuft neu über das;221
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;4472.00;Vergütung für Benützungen Liegenschaften VV;-97315.5;-80000.0;-89585.0;-17315.5;21.64;Höhere Einnahmen bei der;221
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;4479.00;Übrige Erträge Liegenschaften VV;-2084.1;;;-2084.1;;;221
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;4611.00;Entschädigungen von Kantonen und Konkordaten;-1657325.0;-1700000.0;-1712680.0;42675.0;-2.51;Weniger Lernende mit;221
22;Erziehungsdepartement;2275;Berufsbildungszentrum;;;4636.00;Beiträge von privaten Organisationen ohne Erwerbszweck;;;-2785.73;;;;221
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3000.10;Sitzungsgelder Kommissionen;150.0;12000.0;5050.0;-11850.0;-98.75;Nur noch eine gemeinsame;221
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3020.00;Löhne der Lehrpersonen;1190538.15;1494900.0;1286511.35;-304361.85;-20.36;Tiefere Lohnkosten aufgrund;221
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3020.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Lehrpersonen;;;-5264.0;;;;221
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3049.00;Übrige Zulagen;1200.0;6000.0;2316.7;-4800.0;-80.0;;221
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;74948.65;98000.0;82358.85;-23051.35;-23.52;Vgl. Kommentar zu 2276.3000.10.;221
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3052.00;AG-Beiträge an Pensionskassen;153435.95;199500.0;171650.15;-46064.05;-23.09;Vgl. Kommentar zu 2276.3000.10.;221
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3053.00;AG-Beiträge an Unfallversicherungen;5599.0;8100.0;6493.1;-2501.0;-30.88;;221
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3054.00;AG-Beiträge an Familienzulagekassen;15044.7;19600.0;16511.5;-4555.3;-23.24;;221
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3059.10;AG-Beiträge Sozialfonds;905.55;1200.0;1000.4;-294.45;-24.54;;221
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3064.00;Überbrückungsrenten;;1000.0;;-1000.0;-100.0;;221
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3090.00;Aus- und Weiterbildung des eigenen Personals;6398.94;23000.0;5910.0;-16601.06;-72.18;Geringerer Aufwand aufgrund nicht;221
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3091.00;Personalwerbung;675.1;1400.0;;-724.9;-51.78;;221
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3099.00;Übriger Personalaufwand;69.4;500.0;;-430.6;-86.12;;221
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3100.00;Büromaterial;;2500.0;;-2500.0;-100.0;;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3101.00;Betriebs- und Verbrauchsmaterial;;3700.0;;-3700.0;-100.0;;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3102.00;Drucksachen, Publikationen;19342.8;15500.0;;3842.8;24.79;;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3103.00;Fachliteratur, Zeitschriften;2704.79;4000.0;2804.54;-1295.21;-32.38;;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3104.00;Lehrmittel;56805.93;95000.0;51143.39;-38194.07;-40.2;Weniger Studierende. Teilweise;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3105.00;Lebensmittel;174.45;;;174.45;;;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3110.00;Büromöbel und -geräte;699.35;1000.0;;-300.65;-30.07;;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3111.00;Maschinen, Geräte und Fahrzeuge;2119.85;30000.0;;-27880.15;-92.93;Anschaffung diverser Maschinen;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3113.00;Hardware;599.75;2000.0;;-1400.25;-70.01;;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3130.00;Dienstleistungen Dritter;80066.5;110000.0;75656.37;-29933.5;-27.21;Weniger Studierende.;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3137.00;Steuern und Abgaben;1523.04;;;1523.04;;;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3160.00;Mieten und Pachten Liegenschaften;8000.0;10000.0;8680.0;-2000.0;-20.0;;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3161.00;Mieten, Benützungskosten Anlagen;;8500.0;;-8500.0;-100.0;;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3170.00;Reisekosten und Spesen;1175.9;2800.0;1747.6;-1624.1;-58.0;;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3171.00;Exkursionen, Schulreisen und Lager;12146.75;4500.0;10905.5;7646.75;169.93;Aufwendungen für Sprachaufenthalt;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3181.00;Tatsächliche Forderungsverluste;;;800.0;;;;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;3199.00;Übriger Betriebsaufwand;235.3;1500.0;300.0;-1264.7;-84.31;;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;4230.00;Schulgelder;-247100.0;-340000.0;-294550.0;92900.0;-27.32;Weniger Studierende.;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;4231.00;Kursgelder;-5875.0;-5000.0;-6350.0;-875.0;17.5;;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;4260.00;Rückerstattungen und Kostenbeteiligungen Dritter;-10776.0;;-9933.0;-10776.0;;Kostenbeteiligung Studierender an;222
22;Erziehungsdepartement;2276;Höhere Fachschulen BBZ;;;4611.00;Entschädigungen von Kantonen und Konkordaten;-307400.0;-422000.0;-408700.0;114600.0;-27.16;Weniger Entschädigungen wegen;222
22;Erziehungsdepartement;2281;Kantonsschule;;;3000.10;Sitzungsgelder Kommissionen;19950.0;30000.0;14400.0;-10050.0;-33.5;Weniger Sitzungen im Rahmen des;222
22;Erziehungsdepartement;2281;Kantonsschule;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;1688706.95;1643700.0;1662501.2;45006.95;2.74;Die Reinigungskosten wurden zu;222
22;Erziehungsdepartement;2281;Kantonsschule;;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;-6886.3;-5000.0;;-1886.3;37.73;;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3020.00;Löhne der Lehrpersonen;12427523.15;12240200.0;11909009.25;187323.15;1.53;Zusätzliche Lohnkosten für;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3020.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Lehrpersonen;-47071.2;-25000.0;-48111.65;-22071.2;88.28;Mehr krankheitsbedingte Ausfälle als;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3049.00;Übrige Zulagen;;10200.0;;-10200.0;-100.0;Kein Theaterkurs im Schuljahr;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;904939.55;904400.0;870985.7;539.55;0.06;;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3052.00;AG-Beiträge an Pensionskassen;2021260.35;1853600.0;1932103.8;167660.35;9.05;;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3053.00;AG-Beiträge an Unfallversicherungen;72415.35;75100.0;70082.7;-2684.65;-3.57;;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3054.00;AG-Beiträge an Familienzulagekassen;181709.9;180900.0;174840.7;809.9;0.45;;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3059.10;AG-Beiträge Sozialfonds;10785.15;11100.0;10512.45;-314.85;-2.84;;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3064.00;Überbrückungsrenten;66544.75;;31972.5;66544.75;;Anzahl der Lehrpersonen, die eine;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3090.00;Aus- und Weiterbildung des eigenen Personals;30738.2;97000.0;27543.7;-66261.8;-68.31;Budgetierte Weiterbildungen im;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3091.00;Personalwerbung;2632.3;30000.0;26793.1;-27367.7;-91.23;Ausschreibungen vermehrt online und;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3099.00;Übriger Personalaufwand;62835.05;63700.0;46347.2;-864.95;-1.36;;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3100.00;Büromaterial;26749.65;38000.0;36555.85;-11250.35;-29.61;Es wurde weniger Büromaterial;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3101.00;Betriebs- und Verbrauchsmaterial;79898.66;77000.0;69754.83;2898.66;3.76;;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3102.00;Drucksachen, Publikationen;19127.45;35000.0;18532.0;-15872.55;-45.35;Es wurden weniger Jahresberichte;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3103.00;Fachliteratur, Zeitschriften;34559.3;39400.0;31608.14;-4840.7;-12.29;;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3104.00;Lehrmittel;187824.65;186900.0;217297.25;924.65;0.49;;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3106.00;Medizinisches Material;;;285.9;;;;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3110.00;Büromöbel und -geräte;136974.3;143000.0;57430.55;-6025.7;-4.21;;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3111.00;Maschinen, Geräte und Fahrzeuge;17701.69;27000.0;33916.3;-9298.31;-34.44;;223
22;Erziehungsdepartement;2281;Kantonsschule;;;3112.00;Kleider, Wäsche, Vorhänge;;;337.25;;;;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3113.00;Hardware;107285.22;188300.0;175450.35;-81014.78;-43.02;Weniger Hardware in Schulräumen;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3118.00;Immaterielle Anlagen;101743.93;164100.0;133401.51;-62356.07;-38.0;Weniger externer Support und;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3120.00;Ver- und Entsorgung Liegenschaften VV;381705.79;250500.0;242245.87;131205.79;52.38;Höhere Heizkosten (rund Fr. 85'000;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3130.00;Dienstleistungen Dritter;105452.53;260800.0;72157.41;-155347.47;-59.57;Auf diesem Konto budgetierte Kosten;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3133.00;Informatik-Nutzungsaufwand;145168.85;107800.0;68237.9;37368.85;34.66;Mietkosten für Multifunktionsgeräte;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3134.00;Sachversicherungsprämien;75.5;;80.85;75.5;;;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3137.00;Steuern und Abgaben;;1000.0;;-1000.0;-100.0;;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3150.00;Unterhalt Büromöbel und -geräte;;2000.0;3700.9;-2000.0;-100.0;;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3151.00;Unterhalt Maschinen, Geräte, Fahrzeuge;33633.54;23500.0;32047.25;10133.54;43.12;Kosten von knapp Fr. 30'000 für das;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3153.00;Informatik-Unterhalt (Hardware);;2000.0;1023.89;-2000.0;-100.0;;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3158.00;Unterhalt immaterielle Anlagen;59020.45;115000.0;68881.68;-55979.55;-48.68;Weniger Unterhaltskosten durch;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3159.00;Unterhalt übrige mobile Anlagen;;1000.0;;-1000.0;-100.0;;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3160.00;Mieten und Pachten Liegenschaften;76843.5;77000.0;76278.75;-156.5;-0.2;;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3161.00;Mieten, Benützungskosten Anlagen;12444.7;97400.0;93347.65;-84955.3;-87.22;Wegfall der Mietkosten für;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3170.00;Reisekosten und Spesen;39833.22;67000.0;29305.76;-27166.78;-40.55;Niedrigere Kosten aufgrund von;224
22;Erziehungsdepartement;2281;Kantonsschule;;;3171.00;Exkursionen, Schulreisen und Lager;419150.05;383300.0;367426.55;35850.05;9.35;Die Kosten pro Schülerin/Schüler für;225
22;Erziehungsdepartement;2281;Kantonsschule;;;3181.00;Tatsächliche Forderungsverluste;;100.0;;-100.0;-100.0;;225
22;Erziehungsdepartement;2281;Kantonsschule;;;3199.00;Übriger Betriebsaufwand;12728.75;26000.0;16735.47;-13271.25;-51.04;Weniger Kosten für;225
22;Erziehungsdepartement;2281;Kantonsschule;;;3400.00;Verzinsung laufende Verbindlichkeiten;;200.0;;-200.0;-100.0;;225
22;Erziehungsdepartement;2281;Kantonsschule;;;3611.00;Entschädigungen an Kantone und Konkordate;6000.0;18000.0;9600.0;-12000.0;-66.67;Weniger Kosten für den;225
22;Erziehungsdepartement;2281;Kantonsschule;;;3614.00;Entschädigungen an öffentliche Unternehmungen;;1000.0;;-1000.0;-100.0;;225
22;Erziehungsdepartement;2281;Kantonsschule;;;3635.00;Beiträge an private Unternehmungen;17151.9;20000.0;16007.6;-2848.1;-14.24;;225
22;Erziehungsdepartement;2281;Kantonsschule;;;3910.00;IV Dienstleistungen;;;180.0;;;;225
22;Erziehungsdepartement;2281;Kantonsschule;;;4210.00;Gebühren für Amtshandlungen;-8673.9;-2500.0;-4724.6;-6173.9;246.96;;225
22;Erziehungsdepartement;2281;Kantonsschule;;;4240.00;Benützungsgebühren und Dienstleistungen;-362.7;-100.0;-434.5;-262.7;262.7;;225
22;Erziehungsdepartement;2281;Kantonsschule;;;4270.00;Bussen;-600.0;-1000.0;-550.0;400.0;-40.0;;225
22;Erziehungsdepartement;2281;Kantonsschule;;;4309.00;Übrige betriebliche Erträge;-43596.4;-60000.0;-51909.4;16403.6;-27.34;Es werden den Schülerinnen und;225
22;Erziehungsdepartement;2281;Kantonsschule;;;4470.00;Pacht- und Mietzinse Liegenschaften VV;-11700.0;-10800.0;-7200.0;-900.0;8.33;;225
22;Erziehungsdepartement;2281;Kantonsschule;;;4471.00;Vergütungen Dienstwohnungen VV;-15600.0;-14400.0;-18000.0;-1200.0;8.33;;225
22;Erziehungsdepartement;2281;Kantonsschule;;;4472.00;Vergütung für Benützungen Liegenschaften VV;-17340.0;-12000.0;-4960.0;-5340.0;44.5;;225
22;Erziehungsdepartement;2281;Kantonsschule;;;4611.00;Entschädigungen von Kantonen und Konkordaten;-2081700.0;-2154600.0;-1958700.0;72900.0;-3.38;Weniger ausserkantonale;225
22;Erziehungsdepartement;2281;Kantonsschule;;;4612.30;Entschädigungen von Gemeinden und Gemeindezweckverbänden des benachbarten Auslands;-93200.0;-136000.0;-113100.0;42800.0;-31.47;Weniger Schülerinnen und Schüler;225
22;Erziehungsdepartement;2283;Sporthalle Munot;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;93534.9;40600.0;87708.9;52934.9;130.38;Es wurden fälschlicherweise keine;225
22;Erziehungsdepartement;2283;Sporthalle Munot;;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;-3640.4;;;-3640.4;;;225
22;Erziehungsdepartement;2283;Sporthalle Munot;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;5929.0;2600.0;5702.1;3329.0;128.04;;225
22;Erziehungsdepartement;2283;Sporthalle Munot;;;3052.00;AG-Beiträge an Pensionskassen;10188.6;5400.0;7212.3;4788.6;88.68;;225
22;Erziehungsdepartement;2283;Sporthalle Munot;;;3053.00;AG-Beiträge an Unfallversicherungen;446.65;200.0;475.0;246.65;123.33;;225
22;Erziehungsdepartement;2283;Sporthalle Munot;;;3054.00;AG-Beiträge an Familienzulagekassen;1185.05;500.0;1140.15;685.05;137.01;;226
22;Erziehungsdepartement;2283;Sporthalle Munot;;;3059.10;AG-Beiträge Sozialfonds;72.95;;70.2;72.95;;;226
