departement;departement_name;dienststelle;dienststelle_name;spezialfinanzierung;spezialfinanzierung_name;konto;bezeichnung;rechnung_2025;budget_2025;rechnung_2024;abweichung;prozent;kommentar;seite
23;Baudepartement;2326;Wasserbau;;;3300.10;Planmässige Abschreibungen Tiefbauten;2979.0;18000.0;2979.0;-15021.0;-83.45;Aufgrund von Verzögerungen bei;252
23;Baudepartement;2326;Wasserbau;;;3630.00;Beiträge an den Bund;22591.55;35000.0;31873.3;-12408.45;-35.45;Aufgrund der reduzierten Einnahmen;252
23;Baudepartement;2326;Wasserbau;;;3632.10;Beiträge an innerkantonale Gemeinden und Gemeindezweckverbände;-41551.91;360000.0;412241.5;-401551.91;-111.54;Weniger Beiträge an die Gemeinden;252
23;Baudepartement;2326;Wasserbau;;;3660.20;Planmässige Abschreibungen Invest.beiträge an Gemeinden;11153.0;;15000.0;11153.0;;Abschreibungen von Beiträgen an;252
23;Baudepartement;2326;Wasserbau;;;3702.10;Durchlaufende Beiträge an Gemeinden und Durchlaufkonto Gemeindezweckverbände;851143.68;555000.0;699341.16;296143.68;53.36;Bund für;253
23;Baudepartement;2326;Wasserbau;;;3910.00;IV Dienstleistungen Mehr Dienstleistungen;65816.28;50000.0;46885.88;15816.28;31.63;durch die;253
23;Baudepartement;2326;Wasserbau;;;4120.00;Konzessionen Ausbuchung;-3965608.81;-4535000.0;-4543956.1;569391.19;-12.56;einer Restschuld aus;253
23;Baudepartement;2326;Wasserbau;;;4260.00;Rückerstattungen und Kostenbeteiligungen Dritter;-7471.1;;-31534.05;-7471.1;;;253
23;Baudepartement;2326;Wasserbau;;;4309.00;Übrige betriebliche Erträge;-2206.8;-8600.0;-4540.2;6393.2;-74.34;;253
23;Baudepartement;2326;Wasserbau;;;4470.00;Pacht- und Mietzinse Liegenschaften VV;-7077.0;-7200.0;-7077.0;123.0;-1.71;;253
23;Baudepartement;2326;Wasserbau;;;4610.00;Entschädigungen vom Bund;;-2100.0;-5600.0;2100.0;-100.0;;253
23;Baudepartement;2326;Wasserbau;;;4612.10;Entschädigungen von innerkantonalen Gemeinden und Gemeindezweckverbänden;-212022.05;-225000.0;-118983.85;12977.95;-5.77;;253
23;Baudepartement;2326;Wasserbau;;;4700.00;Durchlaufende Beiträge vom Bund Durchlaufkonto;-851143.68;-555000.0;-699341.16;-296143.68;53.36;Bund für;253
23;Baudepartement;2326;Wasserbau;;;4930.00;IV Betriebs- und Verwaltungskosten;-62110.77;-58000.0;-60778.71;-4110.77;7.09;;253
23;Baudepartement;2326;Wasserbau;;;4980.00;Übertragungen;;;-253545.64;;;;253
23;Baudepartement;2330;Verwaltung (Hochbau);;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;2413659.9;2407400.0;2150936.5;6259.9;0.26;;253
23;Baudepartement;2330;Verwaltung (Hochbau);;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;-3277.1;;;-3277.1;;;253
23;Baudepartement;2330;Verwaltung (Hochbau);;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;156174.3;156500.0;138677.0;-325.7;-0.21;;253
23;Baudepartement;2330;Verwaltung (Hochbau);;;3052.00;AG-Beiträge an Pensionskassen;325233.15;321400.0;303113.95;3833.15;1.19;;253
23;Baudepartement;2330;Verwaltung (Hochbau);;;3053.00;AG-Beiträge an Unfallversicherungen;22426.65;36900.0;28485.5;-14473.35;-39.22;Rückerstattung von AG-Beiträgen;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3054.00;AG-Beiträge an Familienzulagekassen;31287.6;31300.0;27843.95;-12.4;-0.04;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3059.10;AG-Beiträge Sozialfonds;1905.1;1900.0;1670.55;5.1;0.27;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3099.00;Übriger Personalaufwand;7269.8;3800.0;2600.0;3469.8;91.31;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3100.00;Büromaterial;7053.43;9000.0;7420.94;-1946.57;-21.63;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3101.00;Betriebs- und Verbrauchsmaterial;374.75;1000.0;379.4;-625.25;-62.53;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3102.00;Drucksachen, Publikationen;5737.2;3000.0;3021.4;2737.2;91.24;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3103.00;Fachliteratur, Zeitschriften;3579.35;3500.0;2934.4;79.35;2.27;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3111.00;Maschinen, Geräte und Fahrzeuge;49120.76;65000.0;12239.76;-15879.24;-24.43;Anstelle der budgetierten;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3112.00;Kleider, Wäsche, Vorhänge;6104.15;3000.0;2754.0;3104.15;103.47;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3113.00;Hardware;9020.7;9000.0;7153.83;20.7;0.23;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3118.00;Immaterielle Anlagen;9256.3;3000.0;353.85;6256.3;208.54;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3130.00;Dienstleistungen Dritter;14801.75;12500.0;18311.13;2301.75;18.41;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3133.00;Informatik-Nutzungsaufwand;113318.95;112200.0;80666.3;1118.95;1.0;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3151.00;Unterhalt Maschinen, Geräte, Fahrzeuge;367.8;;;367.8;;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3153.00;Informatik-Unterhalt (Hardware);;1700.0;;-1700.0;-100.0;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3158.00;Unterhalt immaterielle Anlagen;33599.43;31700.0;24742.84;1899.43;5.99;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3161.00;Mieten, Benützungskosten Anlagen;;11600.0;11041.75;-11600.0;-100.0;Die Miete des Multifunktionsgeräts;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3170.00;Reisekosten und Spesen;5224.4;2000.0;4993.4;3224.4;161.22;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;3199.00;Übriger Betriebsaufwand;1405.45;3000.0;640.5;-1594.55;-53.15;;254
23;Baudepartement;2330;Verwaltung (Hochbau);;;4910.00;IV Dienstleistungen;-105782.24;-85000.0;-86544.21;-20782.24;24.45;Aufgrund der neuen Pachtverträge mit;254
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3101.00;Betriebs- und Verbrauchsmaterial;167172.65;125000.0;111256.41;42172.65;33.74;Erhöhter Bedarf an Betriebs- und;255
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3110.00;Büromöbel und -geräte;424495.33;400000.0;738469.05;24495.33;6.12;Mehr Aufwand aufgrund von;255
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3111.00;Maschinen, Geräte und Fahrzeuge;422.85;;769.15;422.85;;;255
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3113.00;Hardware;22393.1;30000.0;26504.12;-7606.9;-25.36;Rückgang der Nachfrage an;255
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3119.00;Übrige nicht aktivierbare Anlagen;81075.0;;;81075.0;;Exekutivkredit aus dem Jahr 2023 in;255
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3120.00;Ver- und Entsorgung Liegenschaften VV;1381395.23;1374000.0;1564453.53;7395.23;0.54;;255
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3130.00;Dienstleistungen Dritter;813438.24;850000.0;963094.51;-36561.76;-4.3;Durch erhöhte Eigenleistungen des;255
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3131.00;Planungen und Projektierungen Dritter;404518.31;610000.0;459955.3;-205481.69;-33.69;Die Projektierung der Verlegung der;255
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3132.00;Honorare externe Berater, Gutachter, Fachexperten etc.;163118.7;250000.0;29503.15;-86881.3;-34.75;Vorgesehene Planungsaufträge;256
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3133.00;Informatik-Nutzungsaufwand;88403.9;73900.0;93358.25;14503.9;19.63;Mehr Aufwand aufgrund von;256
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3134.00;Sachversicherungsprämien;150953.15;126400.0;145056.1;24553.15;19.42;Der Aufwand für die kantonalen;256
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3140.00;Unterhalt Grundstücke;239187.25;280000.0;222498.04;-40812.75;-14.58;Geringerer witterungsbedingter;256
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3143.00;Unterhalt übrige Tiefbauten;192422.35;185000.0;69904.4;7422.35;4.01;;256
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3144.00;Unterhalt Hochbauten, Gebäude;5019616.59;3950000.0;5204904.22;1069616.59;27.08;Aufwendungen zur Werterhaltung,;256
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3150.00;Unterhalt Büromöbel und -geräte;10307.68;10000.0;10152.68;307.68;3.08;;256
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3151.00;Unterhalt Maschinen, Geräte, Fahrzeuge;894.05;6000.0;52.0;-5105.95;-85.1;;256
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3160.00;Mieten und Pachten Liegenschaften;2123375.76;2297200.0;1745508.78;-173824.24;-7.57;Der Aufwand für Anmietungen ist;257
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3300.10;Planmässige Abschreibungen Tiefbauten;6667.0;;6667.0;6667.0;;;257
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3300.40;Planmässige Abschreibungen Hochbauten;4092352.0;3987000.0;3747720.25;105352.0;2.64;Der Fertigstellungsübertrag im;257
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3300.60;Planmässige Abschreibungen Mobilien;77437.0;79000.0;77438.0;-1563.0;-1.98;;257
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3301.40;Ausserplanmässige Abschreibungen Hochbauten;183999.0;;;183999.0;;Übertragung einer Liegenschaft vom;257
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3499.00;Übriger Finanzaufwand;39.11;;;39.11;;;257
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3900.00;IV Material- und Warenbezüge;2371.55;;2455.9;2371.55;;;257
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;3910.00;IV Dienstleistungen;23196.85;;14865.05;23196.85;;;257
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;4260.00;Rückerstattungen und Kostenbeteiligungen Dritter;-96649.8;-70000.0;-84305.6;-26649.8;38.07;Der Ertrag aus Nebenkosten fiel;257
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;4309.00;Übrige betriebliche Erträge;;;-84144.5;;;;257
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;4391.00;Aufwertungen VV;-7250000.0;;;-7250000.0;;Auflösung der Wertberichtigung für;257
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;4470.00;Pacht- und Mietzinse Liegenschaften VV;-626483.5;-583000.0;-654108.65;-43483.5;7.46;Zusätzliche Mieterträge infolge;257
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;4472.00;Vergütung für Benützungen Liegenschaften VV;-10475.0;;-9725.0;-10475.0;;;257
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;4610.00;Entschädigungen vom Bund;-160000.0;-200000.0;-226750.0;40000.0;-20.0;Die Pauschalvereinbarungen mit dem;258
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;4893.00;Entnahmen aus Vorfinanzierungen des EK;-73438.0;-73400.0;-817154.65;-38.0;0.05;;258
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;4910.00;IV Dienstleistungen;-2884.0;;-1326.15;-2884.0;;;258
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;4920.00;IV Pacht, Mieten, Benützungskosten;-201607.8;-124000.0;-213037.65;-77607.8;62.59;Die Umbuchung der Erträge des;258
23;Baudepartement;2332;Liegenschaften Verwaltungsvermögen;;;4930.00;IV Betriebs- und Verwaltungskosten;-98549.45;-75000.0;-89598.0;-23549.45;31.4;Der Ertrag aus der internen;258
23;Baudepartement;2333;Liegenschaften Finanzvermögen;;;3411.00;Realisierte Verluste auf Sach- und immateriellen Anlagen FV;76.99;;;76.99;;;258
23;Baudepartement;2333;Liegenschaften Finanzvermögen;;;3430.00;Baulicher Unterhalt Liegenschaften FV;341748.61;650000.0;-96224.8;-308251.39;-47.42;Die Renovationen im 14. und 15.;258
23;Baudepartement;2333;Liegenschaften Finanzvermögen;;;3431.00;Nicht baulicher Unterhalt Liegenschaften FV;54352.44;40000.0;39569.78;14352.44;35.88;Die Kosten für Hauswartung,;259
23;Baudepartement;2333;Liegenschaften Finanzvermögen;;;3439.00;Übriger Liegenschaftsaufwand FV;72640.64;275000.0;271246.92;-202359.36;-73.59;Der Aufwand für die J.J. Wepfer-;259
23;Baudepartement;2333;Liegenschaften Finanzvermögen;;;3441.00;Wertberichtigung Sach- und immaterielle Anlagen FV;570000.0;;;570000.0;;Wertberichtigung aufgrund einer;259
23;Baudepartement;2333;Liegenschaften Finanzvermögen;;;3910.00;IV Dienstleistungen;;;4386.0;;;;259
23;Baudepartement;2333;Liegenschaften Finanzvermögen;;;4260.00;Rückerstattungen und Kostenbeteiligungen Dritter;-259452.91;-275000.0;-266256.3;15547.09;-5.65;Tiefere Erträge aus den Nebenkosten;259
23;Baudepartement;2333;Liegenschaften Finanzvermögen;;;4411.00;Gewinne aus Verkäufen von Grundstücken FV;-198.99;;;-198.99;;;259
23;Baudepartement;2333;Liegenschaften Finanzvermögen;;;4430.00;Pacht- und Mietzinse Liegenschaften FV;-834555.61;-920000.0;-937373.75;85444.39;-9.29;Tiefere Erträge aus den Nebenkosten;260
23;Baudepartement;2333;Liegenschaften Finanzvermögen;;;4896.00;Entnahmen aus Neubewertungsreserven;-570000.0;;;-570000.0;;Entnahme aus;260
23;Baudepartement;2337;Archäologie;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;1746664.95;1424200.0;1174632.7;322464.95;22.64;Mehraufwand wegen gebundenen;260
23;Baudepartement;2337;Archäologie;;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;-21810.0;;-1375.3;-21810.0;;;260
23;Baudepartement;2337;Archäologie;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;113368.45;109900.0;76165.85;3468.45;3.16;;260
23;Baudepartement;2337;Archäologie;;;3052.00;AG-Beiträge an Pensionskassen;200005.5;225900.0;148508.6;-25894.5;-11.46;Vgl. Kommentar Konto 2337.3010.00.;260
23;Baudepartement;2337;Archäologie;;;3053.00;AG-Beiträge an Unfallversicherungen;21572.9;17300.0;13210.6;4272.9;24.7;;260
23;Baudepartement;2337;Archäologie;;;3054.00;AG-Beiträge an Familienzulagekassen;22677.5;22100.0;15252.95;577.5;2.61;;260
23;Baudepartement;2337;Archäologie;;;3059.10;AG-Beiträge Sozialfonds;1391.1;1300.0;928.7;91.1;7.01;;260
23;Baudepartement;2337;Archäologie;;;3099.00;Übriger Personalaufwand;3646.0;1500.0;1784.0;2146.0;143.07;;260
23;Baudepartement;2337;Archäologie;;;3100.00;Büromaterial;2232.85;3600.0;4563.74;-1367.15;-37.98;;260
23;Baudepartement;2337;Archäologie;;;3101.00;Betriebs- und Verbrauchsmaterial;26783.09;23500.0;5513.29;3283.09;13.97;;260
23;Baudepartement;2337;Archäologie;;;3102.00;Drucksachen, Publikationen;474.7;1000.0;639.75;-525.3;-52.53;;260
23;Baudepartement;2337;Archäologie;;;3103.00;Fachliteratur, Zeitschriften;1435.59;1500.0;1177.2;-64.41;-4.29;;260
23;Baudepartement;2337;Archäologie;;;3111.00;Maschinen, Geräte und Fahrzeuge;9586.95;5300.0;9396.35;4286.95;80.89;;260
23;Baudepartement;2337;Archäologie;;;3112.00;Kleider, Wäsche, Vorhänge;698.9;500.0;527.79;198.9;39.78;;260
23;Baudepartement;2337;Archäologie;;;3113.00;Hardware;7434.2;3500.0;1333.22;3934.2;112.41;;261
23;Baudepartement;2337;Archäologie;;;3118.00;Immaterielle Anlagen;5435.14;4500.0;3765.0;935.14;20.78;;261
23;Baudepartement;2337;Archäologie;;;3130.00;Dienstleistungen Dritter;403787.32;911100.0;417969.2;-507312.68;-55.68;Minderausgaben von Fr. 217'000;261
23;Baudepartement;2337;Archäologie;;;3132.00;Honorare externe Berater, Gutachter, Fachexperten etc.;;1000.0;;-1000.0;-100.0;;261
23;Baudepartement;2337;Archäologie;;;3133.00;Informatik-Nutzungsaufwand;90290.25;78000.0;66853.1;12290.25;15.76;Anschaffung von Software zur;261
23;Baudepartement;2337;Archäologie;;;3134.00;Sachversicherungsprämien;166.02;200.0;178.2;-33.98;-16.99;;261
23;Baudepartement;2337;Archäologie;;;3137.00;Steuern und Abgaben;6337.12;;;6337.12;;;261
23;Baudepartement;2337;Archäologie;;;3151.00;Unterhalt Maschinen, Geräte, Fahrzeuge;4036.29;3000.0;3593.35;1036.29;34.54;;261
23;Baudepartement;2337;Archäologie;;;3153.00;Informatik-Unterhalt (Hardware);5249.05;500.0;825.35;4749.05;949.81;;261
23;Baudepartement;2337;Archäologie;;;3158.00;Unterhalt immaterielle Anlagen;4759.1;5500.0;4759.1;-740.9;-13.47;;261
23;Baudepartement;2337;Archäologie;;;3160.00;Mieten und Pachten Liegenschaften;23167.45;23500.0;23472.45;-332.55;-1.42;;261
23;Baudepartement;2337;Archäologie;;;3161.00;Mieten, Benützungskosten Anlagen;52987.25;61700.0;26987.45;-8712.75;-14.12;;261
23;Baudepartement;2337;Archäologie;;;3170.00;Reisekosten und Spesen;27926.3;37000.0;25250.2;-9073.7;-24.52;;261
23;Baudepartement;2337;Archäologie;;;3181.00;Tatsächliche Forderungsverluste;;;5.0;;;;261
23;Baudepartement;2337;Archäologie;;;3910.00;IV Dienstleistungen;2456.2;;956.8;2456.2;;;261
23;Baudepartement;2337;Archäologie;;;4250.00;Verkäufe;-1003.0;-2000.0;-4182.8;997.0;-49.85;;262
23;Baudepartement;2337;Archäologie;;;4630.00;Beiträge vom Bund;;-25000.0;-82031.0;25000.0;-100.0;Beiträge für Rettungsgrabung;262
23;Baudepartement;2337;Archäologie;;;4632.10;Laufende Betriebsbeiträge von innerkantonalen Gemeinden und Gemeindezweckverbände;-272129.6;-444200.0;-125985.6;172070.4;-38.74;Kostenbeteiligung der Stadt;262
23;Baudepartement;2337;Archäologie;;;4636.00;Beiträge von privaten Organisationen ohne Erwerbszweck;-51460.65;-315000.0;-54481.2;263539.35;-83.66;Mindereinnahmen, da die Ausgaben;262
23;Baudepartement;2338;Denkmalpflege;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;657299.2;624600.0;606034.0;32699.2;5.24;Mehraufwand aufgrund;262
23;Baudepartement;2338;Denkmalpflege;;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;;;-6268.25;;;;262
23;Baudepartement;2338;Denkmalpflege;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;42418.55;40600.0;39165.65;1818.55;4.48;;262
23;Baudepartement;2338;Denkmalpflege;;;3052.00;AG-Beiträge an Pensionskassen;90577.2;83400.0;88553.4;7177.2;8.61;;262
23;Baudepartement;2338;Denkmalpflege;;;3053.00;AG-Beiträge an Unfallversicherungen;7463.25;13600.0;13354.7;-6136.75;-45.12;;262
23;Baudepartement;2338;Denkmalpflege;;;3054.00;AG-Beiträge an Familienzulagekassen;8544.75;8100.0;7878.8;444.75;5.49;;262
23;Baudepartement;2338;Denkmalpflege;;;3059.10;AG-Beiträge Sozialfonds;503.4;500.0;466.85;3.4;0.68;;262
23;Baudepartement;2338;Denkmalpflege;;;3064.00;Überbrückungsrenten;;;338.0;;;;262
23;Baudepartement;2338;Denkmalpflege;;;3090.00;Aus- und Weiterbildung des eigenen Personals;4107.0;;;4107.0;;;262
23;Baudepartement;2338;Denkmalpflege;;;3091.00;Personalwerbung;;500.0;;-500.0;-100.0;;263
23;Baudepartement;2338;Denkmalpflege;;;3099.00;Übriger Personalaufwand;2702.0;1500.0;1418.0;1202.0;80.13;;263
23;Baudepartement;2338;Denkmalpflege;;;3100.00;Büromaterial;2604.21;5000.0;3159.69;-2395.79;-47.92;;263
23;Baudepartement;2338;Denkmalpflege;;;3102.00;Drucksachen, Publikationen;4648.95;3000.0;5709.7;1648.95;54.97;;263
23;Baudepartement;2338;Denkmalpflege;;;3103.00;Fachliteratur, Zeitschriften;2562.74;2500.0;885.64;62.74;2.51;;263
23;Baudepartement;2338;Denkmalpflege;;;3111.00;Maschinen, Geräte und Fahrzeuge;363.2;2500.0;4992.7;-2136.8;-85.47;;263
23;Baudepartement;2338;Denkmalpflege;;;3113.00;Hardware;2155.75;2500.0;310.0;-344.25;-13.77;;263
23;Baudepartement;2338;Denkmalpflege;;;3118.00;Immaterielle Anlagen;6323.85;47000.0;8356.9;-40676.15;-86.55;Für die Weiterentwicklung der;263
23;Baudepartement;2338;Denkmalpflege;;;3130.00;Dienstleistungen Dritter;173892.13;160000.0;162835.69;13892.13;8.68;Mehrausgaben aufgrund zahlreicher;263
23;Baudepartement;2338;Denkmalpflege;;;3133.00;Informatik-Nutzungsaufwand;102815.9;96700.0;79840.7;6115.9;6.32;;263
23;Baudepartement;2338;Denkmalpflege;;;3137.00;Steuern und Abgaben;1717.2;1500.0;1717.2;217.2;14.48;;263
23;Baudepartement;2338;Denkmalpflege;;;3151.00;Unterhalt Maschinen, Geräte, Fahrzeuge;;300.0;;-300.0;-100.0;;263
23;Baudepartement;2338;Denkmalpflege;;;3153.00;Informatik-Unterhalt (Hardware);98.0;;;98.0;;;263
23;Baudepartement;2338;Denkmalpflege;;;3158.00;Unterhalt immaterielle Anlagen;10400.0;18500.0;21200.0;-8100.0;-43.78;;263
23;Baudepartement;2338;Denkmalpflege;;;3161.00;Mieten, Benützungskosten Anlagen;382.4;3000.0;5259.25;-2617.6;-87.25;;263
23;Baudepartement;2338;Denkmalpflege;;;3170.00;Reisekosten und Spesen;7029.7;7000.0;5678.95;29.7;0.42;;263
23;Baudepartement;2338;Denkmalpflege;;;3199.00;Übriger Betriebsaufwand;263.15;2900.0;169.1;-2636.85;-90.93;;263
23;Baudepartement;2338;Denkmalpflege;;;3631.00;Beiträge an Kantone und Konkordate;3530.0;3500.0;3480.0;30.0;0.86;;263
23;Baudepartement;2338;Denkmalpflege;;;3702.10;Durchlaufende Beiträge an Gemeinden und Gemeindezweckverbände;57313.0;170500.0;20767.0;-113187.0;-66.39;Auszahlung von Bundesbeiträgen. Im;263
23;Baudepartement;2338;Denkmalpflege;;;3705.00;Durchlaufende Beiträge an private Unternehmungen;11560.0;20000.0;4892.0;-8440.0;-42.2;;263
23;Baudepartement;2338;Denkmalpflege;;;3706.00;Durchlaufende Beiträge an private Organisationen ohne Erwerbszweck;181963.0;11000.0;102572.0;170963.0;1554.21;Auszahlung von Bundesbeiträgen. Im;263
23;Baudepartement;2338;Denkmalpflege;;;3707.00;Durchlaufende Beiträge an private Haushalte;99434.0;150000.0;134095.0;-50566.0;-33.71;Auszahlung von Bundesbeiträgen. Im;264
23;Baudepartement;2338;Denkmalpflege;;;3910.00;IV Dienstleistungen;141.5;;;141.5;;;264
23;Baudepartement;2338;Denkmalpflege;;;3980.00;Übertragungen;;;2000000.0;;;;264
23;Baudepartement;2338;Denkmalpflege;;;4612.10;Entschädigungen von innerkantonalen Gemeinden und Gemeindezweckverbänden;-326500.0;-320000.0;-324500.0;-6500.0;2.03;;264
23;Baudepartement;2338;Denkmalpflege;;;4700.00;Durchlaufende Beiträge vom Bund;-350270.0;-351500.0;-262326.0;1230.0;-0.35;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3010.00;Löhne des Verwaltungs- und Betriebspersonals;632346.0;622900.0;604913.0;9446.0;1.52;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3010.95;Rückerstattungen Taggelder UV, EO, MSE, MV, IV für Verwaltungs- und Betriebspersonal;-2026.6;;-8025.65;-2026.6;;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3050.00;AG-Beiträge AHV, IV, EO, ALV, Verwaltungskosten;40769.85;40500.0;38513.05;269.85;0.67;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3052.00;AG-Beiträge an Pensionskassen;97420.45;83100.0;97150.1;14320.45;17.23;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3053.00;AG-Beiträge an Unfallversicherungen;4156.3;3900.0;4143.75;256.3;6.57;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3054.00;AG-Beiträge an Familienzulagekassen;8220.45;8100.0;7736.55;120.45;1.49;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3059.10;AG-Beiträge Sozialfonds;481.95;500.0;463.0;-18.05;-3.61;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3099.00;Übriger Personalaufwand;480.0;1000.0;706.8;-520.0;-52.0;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3100.00;Büromaterial;1159.91;1000.0;294.49;159.91;15.99;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3101.00;Betriebs- und Verbrauchsmaterial;564.7;1500.0;609.75;-935.3;-62.35;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3103.00;Fachliteratur, Zeitschriften;1326.1;1500.0;1229.0;-173.9;-11.59;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3111.00;Maschinen, Geräte und Fahrzeuge;797.75;2000.0;;-1202.25;-60.11;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3112.00;Kleider, Wäsche, Vorhänge;1064.25;1500.0;208.2;-435.75;-29.05;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3113.00;Hardware;2122.76;2000.0;;122.76;6.14;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3118.00;Immaterielle Anlagen;22327.4;40000.0;34479.9;-17672.6;-44.18;Die Softwarelizenzen wurden neu auf;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3130.00;Dienstleistungen Dritter;27505.23;125000.0;39353.95;-97494.77;-78.0;Anstelle von Fremdleistungen wurden;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3133.00;Informatik-Nutzungsaufwand;46341.45;83300.0;33946.95;-36958.55;-44.37;Die Supportleistungen und;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3144.00;Unterhalt Hochbauten, Gebäude;;5000.0;;-5000.0;-100.0;;264
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3151.00;Unterhalt Maschinen, Geräte, Fahrzeuge;2510.5;2000.0;1058.7;510.5;25.53;;265
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3158.00;Unterhalt immaterielle Anlagen;13541.1;27000.0;12845.6;-13458.9;-49.85;Die Wartungs- und Unterhaltsarbeiten;265
23;Baudepartement;2340;Verwaltung Kantonsforstamt;;;3161.00;Mieten, Benützungskosten Anlagen;62.25;3500.0;2473.5;-3437.75;-98.22;;265
